,username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result,cluster_result
2595,@fatyagvn, 2018-07-07, 08:32, Hawanya dingin bener bikin perut mules,1015408076541685760, 48fa8535c8d5af96, Gedung Tataan, Gedung Tataan Indonesia,105.11788944848738,-5.3919535000000005,hawa dingin perut mulas,0
2596,@_mitzhu, 2018-07-07, 07:19, ktika rasa mules diklahkan dgan rasa mager yg bgitu kuat xD,1015389732929302528, a16960bb7a9f824c, Wenang, Wenang Indonesia,124.87449859370486,1.47326055,mulas slah isi malas kuat xd,0
2597,@talithafeby, 2018-07-08, 11:44, Kalo ut pedes2an...ini juaranya...dan pedesnya ga bikin sakit perut. Kalo udah coba ini  bon cabe dll sih lewat yah.. kalo pas mudik  temen2 banyak yg nitip ini. Produksi asli Tasikmalaya. ,1015818854528716800, 67ee4e65b49cb758, Kalimantan Selatan, Kalimantan Selatan Indonesia,115.51599417801836,-2.74566825,lus desa juara pedas sakit perut coba bon cabe mudik teman titip produksi asli malang,2
2598,@Deniscintyaa, 2018-07-08, 22:06, Hobi baru denis ini main hp di kamar mandi  alias perut mules terus ini yaallah ,1015975306849447936, 2432eb3a987082a2, Semarang Utara 1, Semarang Utara 1 Indonesia,110.41986468312936,-6.9585978000000015,hobi den main hp kamar mandi alias perut mulas insya,0
2599,@dimba_bayuaji, 2018-07-08, 11:08, Mules pagi pagi yg kesiangan di kota orang,1015809804961341441, bba02d4c41e99d19, Tarogong, Tarogong Indonesia,107.86366745168795,-7.189549499999999,mulas pagi pagi siang kota orang,0
2600,@dewinovita63, 2018-07-08, 14:28, Belum jg sembuh diare ini dilep kebangeten ,1015860109979803648, 7fabe8f1632e11f8, Sumbersari, Sumbersari Indonesia,113.70916482819788,-8.1802265,jg sembuh diare pai,3
2601,@chindya_langi, 2018-07-08, 14:36, Baru bisa Cerita karena bedrest di Rumah sakit   Hari Rabu malem jam 21.00 gw yg udah mulai berasa sakit perut  sampe pada akhirnya mulai lah kontraksi rutin… https://www.instagram.com/p/Bk9mcEMHbHTPiND_ZggSZsMkB07CwPx7-BOosE0/?utm_source=ig_twitter_share&igshid=1aapj8skkdw08 …,1015862061543276544, 5053899b6acdd6eb, Palmerah, Palmerah Indonesia,106.80146044177187,-6.18947,cerita opname rumah sakit rabu maleman jam asa sakit perut kontraksi rutin,2
2602,@idaarifa, 2018-07-08, 15:37, gawe mules ya ampun ,1015877570628222976, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,lawean mulas ampun,0
2603,@aiyalee, 2018-07-08, 15:46," Konsul diare sama teman dokter  diomelin dulu baru dikasih resep. Lima jam kemudian perut mules.  ""Beb  ini ndak ada pantangan makan  kan?""  ""Eiyak lupa  no pedas no oily sampai pulih. Trus berhenti jajan pentolan sama gorengan minyak plastik yang kau bilang enak itu.""  Okesip.",1015879755923480576, a09f39787fd22c43, Puger, Puger Indonesia,113.48589781927772,-8.324452,konsul diare teman dokter omel kasi resep jam perut mulas beb pantang makan minyak lupa no pedas no gel pulih henti jajan pentol goreng minyak plastik kau bilang enak okesip,0
2604,@RestyAyuHardina, 2018-07-08, 13:41, Bener kan bener. Diare grgr keracunan makanan basi   aku pikir tuh ga basi cuy. Ternyata efeknya sekarang hm,1015848377110556672, 985d2f4ed1a2b7ef, Kalasan, Kalasan Indonesia,110.46639952064777,-7.744382499999999,diare mutisme racun makan basi pikir basi cuy efek hm,3
2605,@yoghurtyacimory, 2018-07-08, 21:03, Bon cabe level 30 nih emg mantuy buat org sakit perut alias mencret  – at Bakmi Jawa Pak Dal,1015959632861249536, 07d9cb27a2c88000, Bakmi Jawa Pak Dal, Bakmi Jawa Pak Dal,110.21983187991873,-7.590654289255514,bon cabe level mantuk org sakit perut alias mencret at bakmi jawang dal,2
2606,@trisyawahyuni, 2018-07-08, 05:11, Dan sekarang ku sakit perut gak bisa bobok gegara masuk angin - -,1015719997149073408, 81b472d798d13dd9, Malang, Malang Jawa Timur,112.689614479395,-8.1058755,sakit perut bobok gegar masuk angin,2
2607,@widyhartono, 2018-07-08, 19:45, Konon katanya kalo malas makan sayur dan buah ya udah makan rujak aja.  Siapa yang pernah dengar begitu juga?  Terus kalo ga suka rujak juga gimana dong atau selalu mencret sehabis makan… https://www.instagram.com/p/Bk-JzghHeVC/?utm_source=ig_twitter_share&igshid=vj5mjhbv9pc9 …,1015939842314817537, 1e2cf038c475ec68, Senapelan, Senapelan Indonesia,101.44196024307432,0.5090020000000001,konon malas makan sayur buah makan rujak dengar suka rujak gim mencret habis makan,1
2608,@pottatoess, 2018-07-08, 21:03, Bon cabe level 30 nih emg mantuy buat org sakit perut alias mencret  – at Bakmi Jawa Pak Dal,1015959632861249536, 07d9cb27a2c88000, Bakmi Jawa Pak Dal, Bakmi Jawa Pak Dal,110.21983187991873,-7.590654289255514,bon cabe level mantuk org sakit perut alias mencret at bakmi jawang dal,2
2609,@ekosnrd, 2018-07-08, 17:32, Gorengannya basi tuh... jangan di jual ya? nanti yang beli sakit perut.,1015906530594439170, a83b1aa8a466b1a2, Anyer, Anyer Indonesia,105.9197914535978,-6.08389,goreng basi jual beli sakit perut,2
2610,@rahma_haru, 2018-07-08, 19:28, Bahagia bgt ga si pengen seblak dr lama Akhirnya makan  dikasi nur Daaaan mules 3x :/ kadang mulut ma perut susah diajak sahabatan,1015935776222208002, 42ef23e69ff3c985, Lampung, Lampung Indonesia,105.11459193659256,-4.83415,bahagia geblak sport makan kasih nur daaaan mulas x kadang mulut ma perut susah ajak teman,0
2611,@enaacute, 2018-07-09, 13:37, Engga itu obat diare,1016209734175584256, afde1810fc526ff2, Gondomanan, Gondomanan Indonesia,110.36635383439709,-7.80152165,obat diare,3
2612,@dianabochiel, 2018-07-09, 23:57, Ampe diare  level brp emang?,1016365639848550400, 1e7ae131cb6be0e7, Kartajati, Kartajati Indonesia,108.13024046802963,-6.6483550000000005,diare level,3
2613,@naomiegn, 2018-07-09, 13:01, Praise the Lord  akhirnya pembukaan lengkap . Selesai sudah mules mulesnya next  mari kita lanjut dengan revisi.  @ Sekolah Tinggi Ilmu Kesehatan Sint Carolus https://www.instagram.com/p/BlAAbCblzSB/?utm_source=ig_twitter_share&igshid=116bxzc5157vu …,1016200676567863296, d16052cf1200267a, Menteng, Menteng Indonesia,106.84217356555288,-6.1902370000000015,praise the lord buka lengkap selesai mulas lemes next mari revisi sekolah ilmu sehat sint carolus,0
2614,@naomiegn, 2018-07-09, 15:10, Praise the Lord! Akhirnya brojol juga setelah 3 tahun mules tak tertahankan hehe. Terima kasih Tuhan Yesus... . Jangan tanya bunganya dri siapa yg pasti bukan dri dia  @ Sekolah… https://www.instagram.com/p/BlAPHrjltPJ/?utm_source=ig_twitter_share&igshid=1q5q1hjywf11w …,1016233003851419649, d16052cf1200267a, Menteng, Menteng Indonesia,106.84217356555288,-6.1902370000000015,praise the lord rojol mulas tahan hehe terima kasih tuhan kristus bunga sekolah,0
2615,@rizzasaldi, 2018-07-09, 20:43, Pas perut lagi mules  lagi berak  malah #TimnasU19 ngegol. Eek lah. Cuma bisa dengar suara dari TV jebret jebret jebret.....ayo lagi  mau selesai ini beraknya #AFFU19 ,1016316853486940160, f689b1ed479bbfa4, Ngaglik, Ngaglik Indonesia,110.40428210119288,-7.712573,perut mulas berak skuat goda beol dengar suara tipi dongbret dongbret jepret selesai serak affu,0
2616,@Iputh_, 2018-07-09, 22:26, Nek beneran mules gek ndang metuo :'D,1016342840677265408, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,dewe mulas upam turang metuo d,0
2617,@dinainhaps, 2018-07-09, 13:29, Dan masih aja ada celetukan 'emang gak mules tuh pagi-pagi makan buah?'  ,1016207668845862913, 00ce43ecd091a5e8, Kebayoran Baru, Kebayoran Baru Indonesia,106.80793714435305,-6.2445845,celetuk mulas pagi pagi makan buah,0
2618,@shivatand, 2018-07-09, 22:53, Sebelum akhirnya sakit perut dan berakhir dijamban dengan hp ditangan.,1016349541581246465, 2cd5efeb7102867f, Grogol Petamburan, Grogol Petamburan Indonesia,106.79070212617808,-6.1618445,sakit perut jambak hp tangan,2
2619,@ArcAchmad, 2018-07-09, 07:53, Padepokan tiap pagi mules,1016123037903568896, 11b18f6b22b6d2ee, Bandar Pulau, Bandar Pulau Indonesia,99.39146427404407,2.6405635,padepokan pagi mulas,0
2620,@lutfi_faisal, 2018-07-09, 06:57, Mules dan males selalu menjadi dilema disetiap pagi,1016109063648636928, 39e923d79493cd32, Lima, Lima Indonesia,106.78742563967754,-6.3451445,mulas malas dilema pagi,0
2621,@brendaadel, 2018-07-09, 06:14, Teh iyin  info dong ini tu dibacanya mules apa mules ya hehe ,1016098234723229696, 00ce43ecd091a5e8, Kebayoran Baru, Kebayoran Baru Indonesia,106.80793714435305,-6.2445845,teh selit info tu baca mulas mulas hehe,0
2622,@hellonurina, 2018-07-09, 08:33, Ketawa sampe sakit perut :)) ,1016133323200987137, d74066a958870db1, Kebayoran Lama, Kebayoran Lama Indonesia,106.78563265281248,-6.2498520000000015,ketawa sakit perut,2
2623,@Annas_yusinta, 2018-07-09, 09:34, Hahaha sebenernya kami waktu itu minim proteksi ya. Gapaham juga. Bayangin lho kita visit pasien tb paru engga pake masker. Mantul gatuuh? Wkwk iyekan pembimbing lahan dia uda resistance. Yg kalo engga nanganin pasien begitu malah sakit ,1016148469961015301, 413c7bba7bac61a4, Kalimantan Tengah, Kalimantan Tengah Indonesia,113.439871344672,-1.384472,hahaha minim proteksi paham bayang loh pasit pasien tb paru pakai masker pantul gatuuh wkwk cuek bimbing lahan resistan nang pasien sakit,2
2624,@devitrikajepe, 2018-07-09, 22:40, Sakit perut faaaak:(:(:(,1016346303582728194, 0e31d9f14c515836, Bandung Wetan, Bandung Wetan Indonesia,107.61685311386309,-6.90541885,sakit perut faaaak,2
2625,@diahlestariS, 2018-07-09, 10:10, Sakit perut PMS pertama adalah ujian duniawi,1016157597722804224, 6066956b38a2b2d9, Pancoran Mas, Pancoran Mas Indonesia,106.81524535347694,-6.3944565,sakit perut pms uji duniawi,2
2626,@Hermanwaesyah, 2018-07-09, 09:08, Lagi Acara Bareng Dinkes Gue Mules Pulak ,1016142059986534400, 1e2cf038c475ec68, Senapelan, Senapelan Indonesia,101.44196024307432,0.5090020000000001,acara bareng puskesmas mulas sikit,0
2627,@sigitsbd, 2018-07-09, 08:59, Penyakitnya rang orang disini kalo ngga masuk angin  diare  ya demam. Dah muter2 disitu aja wkwk,1016139722026975232, 43a08b049e593ad1, Ciemas, Ciemas Indonesia,106.52928138487208,-7.1782285,sakit rang orang masuk angin diare demam puter situ wkwk,3
2628,@Intannurlitas, 2018-07-09, 00:56," Allahu  jam segini mules. Kenapasih:"")",1016018079816380416, da02fd68ba12d8e8, Sukasari, Sukasari Indonesia,107.58904644830034,-6.8603106,allahu jam gin mulas,0
2629,@karerekaka, 2018-07-09, 00:29, Efek dari seminggu pulang malem terus  makan ga teratur  pedes mulu  kopi terus  ya gini akhirnya kan   mules terus,1016011428661084160, 36d35907345829ad, Bojongloa Kaler, Bojongloa Kaler Indonesia,107.59071767668286,-6.93281225,efek pulang maleman makan atur pedas kopi mulas,0
2630,@KNJustinus, 2018-07-09, 13:27, ditadahin pake tangan trus pelan2 dimasukin atu2 dengan cantieque  kalo mencret ditadahin pake corong,1016207235310018561, aa1d86bcd61a4d55, Pasar Kliwon, Pasar Kliwon Indonesia,110.8457286407451,-7.562927399999999,tadah pakai tangan pelan masuk cantik mencret tadah pakai corong,1
2631,@suhardimdim, 2018-07-09, 18:57, Gamau mencret tapi suka pedes:(,1016290333003472896, 985d2f4ed1a2b7ef, Kalasan, Kalasan Indonesia,110.46639952064777,-7.744382499999999,cape mencret suka pedas,1
2632,@windotoaribowo, 2018-07-09, 10:39, Bahasa jawa Teteh. Tahi ayam mencret warna ijo itu ...,1016164958604685313, 9dca48bb616068a2, Pondok Aren, Pondok Aren Indonesia,106.70854664020908,-6.2665075,bahasa jawang teteh tahi ayam mencret warna hijau,1
2633,@vjbubu_, 2018-07-09, 11:26, aduh sakit perut.. ngikik deh.. tuh gimana dong mas @radityadika,1016176708490182656, 93aa30b3e9be6b59, Cengkareng, Cengkareng Indonesia,106.74904405919071,-6.150752,aduh sakit perut kikik deh gim mas radityadika,2
2634,@panjjji, 2018-07-09, 19:37, Satibra-tibrana sare  ku mules hayang modol mah hudang langsung tibabaradug lumpat ka cai,1016300399358169088, 8b8a461cb4861eb5, Terbanggi Besar, Terbanggi Besar Indonesia,105.22290626743704,-4.8952114999999985,istibra gombrang sareh mulas mayang modol mah kudang langsung tibabaradug lumpang seg saka,0
2635,@doo_edo, 2018-07-09, 19:13, <— Kampungan  minum kopi sakit perut mulu. Tapi kopi yg ada machiatonya ngga ,1016294190047682560, 93aa30b3e9be6b59, Cengkareng, Cengkareng Indonesia,106.74904405919071,-6.150752,kampung minum kopi sakit perut kopi nica,2
2636,@arvirpy, 2018-07-09, 20:30, Aku yu mules  tapi malu mau jalan ke toilet. Banyak cowok yg lagi nonton bola :((((  Masa di tahan gitu?,1016313600636383233, f406c0d4730a476e, Praya, Praya Indonesia,116.3020652412155,-8.704449,seg mulas malu jalan toilet cowok tonton bola tahan,0
2637,@bengkeldodo, 2018-07-09, 20:03, Dodo diapet wae yooo ...,1016306910725693440, 6d1b5a6ea3fa2390, Kebumen, Kebumen Indonesia,109.68856092049893,-7.682452499999999,dodok apkir dewe yooo,1
2638,@citraparadisha, 2018-07-09, 17:19, diare disaat puasa itu cukup me-lemas-kan badan ternyata. kayak dapet double frenzy di feeding frenzy ,1016265577436884992, e4b647872c10fc3a, Cikeruh, Cikeruh Indonesia,107.77321172965729,-6.922062,diare puasa me lemas badan kasih duble frenzy feeding frenzy,3
2639,@harrismOfficial, 2018-07-09, 16:13, Duh aku mules arini. Doain yg terbaik ya,1016248994794651649, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350755724146,-6.2213485,duh mulas harini doa,0
2640,@dellaoktev, 2018-07-10, 00:53, wetengku mah mules trs i hadeh,1016379714309521409, 440543bcd7c9e403, Sewon, Sewon Indonesia,110.35208153828309,-7.8559135,tengku mah mulas trs ida adeh,0
2641,@TriyantoRisno, 2018-07-10, 01:00, Udah 3 hari diare  gak ada tanda2 membaik. Udah minum obat  teh tawar pekat  sama Pocari Sweat udh berbotol botol msh aja.. LEMESSHHH  #diaremembandel,1016381683036123136, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.13535649815245,0.09857749999999996,diare tanda buruk minum obat teh tawar pekat psi sweat botol botol bom lemes bandel,3
2642,@sucitrihartatik, 2018-07-10, 21:02, Kalo udah sakit perut gini yg disalahin lomboknya apa sambelnya?...,1016684162114248705, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.13535649815245,0.09857749999999996,sakit perut salah lombok sambal,2
2643,@ruth_chrisytina, 2018-07-10, 11:25, Sakit perut njirrrt,1016538905015771136, 741a800e40e6f5e0, Duren Sawit, Duren Sawit Indonesia,106.92729167843606,-6.2391475,sakit perut njirrrt,2
2644,@nandaadj, 2018-07-10, 11:49, Mabok  sampe mual dan diare  Ras wkwk,1016544982570684416, aa1d86bcd61a4d55, Pasar Kliwon, Pasar Kliwon Indonesia,110.8457286407451,-7.562927399999999,mabuk mual diare ras wkwk,3
2645,@menjaak, 2018-07-10, 12:04, Biasanya perasaan benar yekan? Kek sakit perut pasti perasaan mau boker,1016548668533436416, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,asa obyek kek sakit perut asa beol,2
2646,@nikensesr, 2018-07-10, 19:10, Semoga besok nggak mules lagi,1016655856983728130, 2c0294c5eab821c9, Coblong, Coblong Indonesia,107.6142103008952,-6.88176745,moga besok mulas,0
2647,@raradoshhhhh, 2018-07-10, 22:15, Biasonyo tedok jganke pake Ac  pake kipas angin be sakit perut ... Nasib biaso didusun lah dingin  jd dk btuh pendingin lagii,1016702426668101632, 08a21067b8eaf319, Sukarami, Sukarami Indonesia,104.71355124615879,-2.916703,biasonyo tedok mah pakai ac pakai kipas angin be sakit perut nasib bias dusun dingin jd dk dingin,2
2648,@OfficialAdhuy, 2018-07-10, 21:06, Masih gapaham  hubungan diare sama laptop itu apa ????? ,1016685174325514241, 55f62fa215b6bc23, Lengkong, Lengkong Indonesia,107.62635912849359,-6.9341678,paham hubung diare laptop,3
2649,@raissarenata, 2018-07-10, 23:17, Dih gila bgt perut sampe mules liat GOT7 di New York gelo bgt ,1016718037930528769, c23a5ae63324c567, Kelapa Gading, Kelapa Gading Indonesia,106.90964860021738,-6.1591025,gila perut mulas liat got new york gelo,0
2650,@OfficialAdhuy, 2018-07-10, 20:18,  : mamak  : me  *baru nyampe rumah lgsg k kmar dan  : gimana ? Masih mencret ?  : masih  sejam sekali masih harus nongkrong   : uda minum obat ?  : uda td ngegojekin imodium dr apotek  : yaudah sabar  makanya kalo maen laptop tuh tau waktu.  : HAH ????,1016673003696877568, 55f62fa215b6bc23, Lengkong, Lengkong Indonesia,107.62635912849359,-6.9341678,mamak me sampek rumah k mop gim mencret jam tongkrong minum obat td goda plasmodium sport apotek sabar main laptop huh,1
2651,@marimarut, 2018-07-10, 20:28, Ngapa kali serumah pada sakit perut  diare?? Kayak masuk angin... apa sakit lambung.. kaga tau dah,1016675570308939776, 98f7d75fb2952075, Cipondoh, Cipondoh Indonesia,106.675935242814,-6.2026825,kali rumah sakit perut diare masuk angin sakit lambung kagak,2
2652,@Lsartikaa, 2018-07-10, 07:31, Mau english breakfast   korean breakfast atau bontang breakfast gak ada yg cocok  intinya emang gak bisa sarapan   mesti mules   syuliiiittt~ ,1016480070699896834, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.13535649815245,0.09857749999999996,english breakfast korean breakfast breakfast cocok inti sarap mesti mulas saki,0
2653,@shabrinamarsya, 2018-07-10, 08:26, kesel bgt naik kereta sendiri sambil mules gini ,1016493788167004160, 36e74662341ca506, Beji, Beji Indonesia,112.74560126368263,-7.6048494999999985,kesel kereta mulas,0
2654,@dittarl, 2018-07-10, 15:01, Mules mens emg udh paling malesin,1016593194492952576, 55f62fa215b6bc23, Lengkong, Lengkong Indonesia,107.62635912849359,-6.9341678,mulas mens malas,0
2655,@OfficialAdhuy, 2018-07-10, 13:12, Beli dimana itu ? Smacam oralit kah ?,1016565854501105664, 55f62fa215b6bc23, Lengkong, Lengkong Indonesia,107.62635912849359,-6.9341678,beli oralit kah,1
2656,@adeeelws, 2018-07-10, 19:29, pernahkah kalian mencret tanpa sebab?:(( huhu,1016660564351672320, c95804a84e8a1d6f, Cilacap Selatan, Cilacap Selatan Indonesia,108.88570766448632,-7.7320885,mencret huhu,1
2657,@al_sadewaa, 2018-07-10, 22:20, Mencret banyakan kopi wkwk,1016703814890471425, 22b390ec55cfff5d, Baturaden, Baturaden Indonesia,109.23023700192051,-7.3232591,mencret kopi wkwk,1
2658,@agitagiit_, 2018-07-10, 23:26, @ruliwp ki lho sg gawe aku mencret,1016720258692931584, aa1d86bcd61a4d55, Pasar Kliwon, Pasar Kliwon Indonesia,110.8457286407451,-7.562927399999999,ruliwp bloger loh sg lawean mencret,1
2659,@Farizgom, 2018-07-10, 23:32, Ini minuman oralit najis euy baunya  lengket sampai ke tulang :(,1016721921885462528, 4cb9dedf236475ad, Jagakarsa, Jagakarsa Indonesia,106.82795154196195,-6.332802,makan oralit najis euy bau lengket tulang,1
2660,@cushyjogja, 2018-07-10, 17:29, Hai Cucheese  Manfaat coklat diantaranya yaitu untuk menurunkan berat badan  mengurangi resiko serangan jantung  mengatasi diare  menurunkan tekanan darah  menghambat penuaan  sebagai anti depresan dan baik untuk kesehatan otak juga lho. Banyak banget kan manfaatnya.  . ,1016630361453780992, 62a5c5ffca44cab5, Umbulharjo, Umbulharjo Indonesia,110.38650458778105,-7.8136160000000014,hai cucheese manfaat coklat berat badan resiko serang jantung tanggulang diare tekan darah hambat tua anti antidepresan sehat otak loh manfaat,3
2661,@ilhamrizwani, 2018-07-10, 16:26, Damn sambel bu rejo di saat perut kosong yang diaduk langsung di cap cay bu rejo membuahkan hasil sakit perut di sore hari,1016614597585858560, c05dfe6f552ce6b1, Gubeng, Gubeng Indonesia,112.75407403620471,-7.2840905,damn sambal loso perut kosong aduk langsung cap cap loso buah hasil sakit perut sore,2
2662,@OfficialAdhuy, 2018-07-10, 12:58, Ada yg punya rekomendasi obat yg bisa menghentikan diare secara cepat ? Sekalian yg bisa meredakan kontraksi dalam perutnya skalian kalo ada.  Kesiksa euy dari jam 12 malem udah 9x nongkrong di toilet :((  Obat warung macam diapet dkk ga mempan :((,1016562270590009344, 55f62fa215b6bc23, Lengkong, Lengkong Indonesia,107.62635912849359,-6.9341678,rekomendasi obat henti diare cepat reda kontraksi perut cape euy jam maleman x tongkrong toilet obat warung apkir atar mempan,3
2663,@firmanamr, 2018-07-10, 09:03, Pesan gambar masuk  isinya gini: Batas menyelesaikan kbt sampe tgl 10 juli  lebih dari itu dicabut dari sk yudisium dan daftar wisuda  dan auto bayar ukt   Mules dong  ternyata bukan fakultasku~ bye,1016503079368179712, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.60684962877414,-7.943314999999999,pesan gambar masuk isi batas selesai remuk tanggal juli cabut sk yudisium daftar wisuda auto bayar mandi mulas universitas bye,0
2664,@rfrnti, 2018-07-10, 13:09, yg punya kost daritadi manggil-manggil padahal w ada didalam nahan sakit perut tapi w ga nyaut. semoga ga dosa banyak ya Allah.,1016565130031534080, 4886574142f7fb67, Lubuk Linggau Timur, Lubuk Linggau Timur Indonesia,102.90043322942194,-3.2604395000000004,indekos panggil panggil w tahan sakit perut w moga dosa allah,2
2665,@sea_vessel, 2018-07-11, 08:12, Bisa mencret malah dia  kabur deh makmumnya .,1016852603718651906, 0f8cbb99c609cfdf, Tambun, Tambun Indonesia,107.07157315416694,-6.2201165000000005,mencret kabur deh makmum,1
2666,@agitagiit_, 2018-07-11, 07:06, Taek mencret tenan padahal -_-,1016836172306210818, aa1d86bcd61a4d55, Pasar Kliwon, Pasar Kliwon Indonesia,110.8457286407451,-7.562927399999999,ong mencret enak,1
2667,@ies_Barma, 2018-07-11, 02:05, ayolaaah siapa2 nggol sudah sering takut liat adu pinalti sering tetiba mencret  #45ygke2 #Semifinal #WorldCup2018 #FranciaBelgio,1016760384160534529, 109ca46ef0baa6a3, Sakra, Sakra Indonesia,116.48872991048646,-8.706073499999999,hayo benggol takut liat adu penalti kejap mencret ygke semifinal worldcup franciabelgio,1
2668,@DebySaphira, 2018-07-11, 00:27, Tengah malam mules kebelet  ituuuu rasanya sesuatu yeee  untung ada Uma kucing piaraan yg setia selalu nungguin gw didepan pintu wc..,1016735600274124801, 5d1c8c8423e5fd0f, Kemayoran, Kemayoran Indonesia,106.86522848349956,-6.1604230000000015,malam mulas kebelet ituuuu yeee untung uma kucing piara setia tunggu pintu wc,0
2669,@hendrayana698, 2018-07-11, 20:35, Padahal gua barusan mesen nasgor sedang aja ga usah pedas pedas amat  ehh pas gua makan  pedas gila paraaahhjnjirrrrr.. Jadinya kan gua kesel  mana nasgor ga diabisin karena pedas nya nahan  dan soalnya takut besok mules  mana besok jadwal psikotes.. Haduuuhhh,1017039785204961281, 4cbba6535e7e5d6a, Sawah Besar, Sawah Besar Indonesia,106.84426689443492,-6.152726,gua barusan sen capcai pedas pedas ehh gua makan pedas gila paraaahhjnjirrrrr gua kesel capcai abis pedas tahan takut besok mulas besok jadwal psikotes haduuuhhh,0
2670,@vitaminsea23, 2018-07-11, 05:03, Udah mau jalan malah mules,1016805041586335744, 741a800e40e6f5e0, Duren Sawit, Duren Sawit Indonesia,106.92729167843606,-6.2391475,jalan mulas,0
2671,@heiapril_, 2018-07-11, 05:20, Bangun tidur ku terus mules~ ,1016809493315796992, 57e8db863efd8dc0, Purwakarta, Purwakarta Indonesia,107.43066184506165,-6.5105135,bangun tidur mulas,0
2672,@aininazzz, 2018-07-11, 03:24, Sakit perut.. rasa nak muntah.. ,1016780255615303680, d1bc203639a00a5b, Gunungsari, Gunungsari Indonesia,116.10958684199852,-8.50968135,sakit perut nak muntah,2
2673,@voldestrong, 2018-07-11, 06:16, Pagi-pagi disambut diare! ,1016823409559261184, 4e804e21f22144e1, Kebon Jeruk, Kebon Jeruk Indonesia,106.77566264806022,-6.1856019999999985,pagi pagi sambut diare,3
2674,@ameliayordanUD, 2018-07-11, 06:01, Alarm buat bangun tidur dipagi hari yang sangat sempurna adalah mules diwaktu pas emang kudu bangun ,1016819779720474625, 737027db612e3e72, Pangkah, Pangkah Indonesia,109.16243624334629,-6.9932884999999985,alarm bangun tidur pagi sempurna mulas kudu bangun,0
2675,@dellayulianty, 2018-07-11, 16:36, pusing  mual  sakit perut  gitu ae terus tiap hari ,1016979501358592001, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.81773603395331,-6.2016105,pusing mual sakit perut ae,2
2676,@ketjhapmanis, 2018-07-11, 01:48, gakuku pinggang sakit  paha sakit  betis sakit  perut sakit  lutut sakit  untung hati gak,1016755978593697792, b1c487b4c67b595d, Lima Puluh, Lima Puluh Indonesia,101.4733391547765,0.519986,idulfitri pinggang sakit paha sakit betis sakit perut sakit lutut sakit untung hati,2
2677,@bapakboedie, 2018-07-11, 20:59, Kayaknya kopinya kecampur ama kenangan tuh  jadi mules deh,1017045802894520320, d88db2919bf03a65, Denpasar Timur, Denpasar Timur Indonesia,115.23911263358866,-8.633407400000001,kopi campur ama kenang mulas deh,0
2678,@yaniroyani39, 2018-07-11, 16:39, Aku sengaja off  karena biar fokus nonton bolanya. Klu sambil online gak fokus suka mules perut,1016980400059453440, 39e923d79493cd32, Lima, Lima Indonesia,106.78742563967754,-6.3451445,sengaja pering biar fokus tonton bola online fokus suka mulas perut,0
2679,@semisemalasari, 2018-07-11, 13:21, Moment bukaan 3 yang waktu itu masih bisa senyam senyum ketawa ketawa dan masih sempet nonton drama korea sambil  ngerasain mules mules krn reaksi induksi . . #throwback #37weekspregnant… https://www.instagram.com/p/BlFMRlNlFlH/?utm_source=ig_twitter_share&igshid=kfp3jmgwbfjt …,1016930430564667392, 02a5a8983ca22b6b, Telukjambe, Telukjambe Indonesia,107.3380586661787,-6.3918870000000005,momen buka senyum senyum ketawa ketawa tonton drama korea mulas mulas reaksi induksi throwback weekspregnant,0
2680,@Weny__Agustin, 2018-07-11, 11:36, Perut mules trus ,1016903998081658880, 1a6090d6e9164b8e, Bangkalan, Bangkalan Indonesia,112.75996066173737,-7.0190540000000015,perut mulas,0
2681,@vitaminsea23, 2018-07-11, 12:02, Setelah penasaran gimana rasa legen akhirnya bikin sakit perut,1016910653422833664, a20696141b775718, Jalaksana, Jalaksana Indonesia,108.54003519370654,-6.917831,penasaran gim legen sakit perut,2
2682,@finasti, 2018-07-11, 11:57, Salah banget nyobain pressed cold juice jam segini. Langsung mules perut aing  pdhl jam 2 mau show piye iki pak?,1016909378006347777, aee1f647eb659021, Ngemplak, Ngemplak Indonesia,110.47511750697493,-7.711567,salah soba pressed start jus jam gin langsung mulas perut caing pdhl jam show dewe mawon,0
2683,@semisemalasari, 2018-07-11, 13:23, Moment bukaan 3 yang waktu itu masih bisa senyam senyum ketawa ketawa dan masih sempet nonton drama korea sambil  ngerasain mules mules krn reaksi induksi . . #throwback… https://www.instagram.com/p/BlFMihTlmkm/?utm_source=ig_twitter_share&igshid=1ir2ccwtaiaz2 …,1016931011815526400, 02a5a8983ca22b6b, Telukjambe, Telukjambe Indonesia,107.3380586661787,-6.3918870000000005,momen buka senyum senyum ketawa ketawa tonton drama korea mulas mulas reaksi induksi throwback,0
