,username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result,cluster_result,province
3500,@MonaWiskal, 2018-08-19, 00:36,@MonaWiskal<br>@MonaWiskal<br>@MonaWiskal<br>@MonaWiskal<br>@MonaWiskal<br>@MonaWiskal<br>@MonaWiskal<br>@MonaWiskal<br> hari ini quality time with my friends  makan indomie sepuasnyaa sampe perut mules saking pedesnyaa. terus malemnya nonton streaming op,1.03E+18, 72be55cc579ad206, Indralaya, Indralaya Indonesia,104.6275606,-3.172624,kualitas time with jap friends makan goreng puas perut mulas saking pedas maleman tonton streaming open seremoni asi main rela tonton musik stadion gelora raja teman teman cape kangen,0,Sumsel
3501,@filahfadilah19, 2018-08-19, 01:05,@filahfadilah19<br>@filahfadilah19<br>@filahfadilah19<br>@filahfadilah19<br>@filahfadilah19<br>@filahfadilah19<br>@filahfadilah19<br>@filahfadilah19<br> hadeh diare lagi ini mah<br> 01:05 -  2018-08-19 dari  Semarang Selatan Indonesia<br> 01:05 -  2018-08,1.03E+18, 2fb072e61556f828, Semarang Selatan, Semarang Selatan Indonesia,110.4272403,-6.9958025,adeh diare mah,4,Jateng
3502,@rjslamp, 2018-08-19, 20:17,@rjslamp<br>@rjslamp<br>@rjslamp<br>@rjslamp<br>@rjslamp<br>@rjslamp<br>@rjslamp<br>@rjslamp<br> Ya Allah baru ada sinyal  dan ternyata sakit perut si mas ;_;<br> 20:17 -  2018-08-19 dari  Tanah Abang Indonesia<br> 20:17 -  2018-08-19 dari  Tanah Abang In,1.03E+18, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.817736,-6.2016105,allah sinyal sakit perut mas,2,JKT
3503,@vandegaarfendo, 2018-08-19, 00:17,@vandegaarfendo<br>@vandegaarfendo<br>@vandegaarfendo<br>@vandegaarfendo<br>@vandegaarfendo<br>@vandegaarfendo<br>@vandegaarfendo<br>@vandegaarfendo<br> Baru kali ini makan mie kelojotan kek gini. Mules daritadi huhuhu<br> 00:17 -  2018-08-19 dari  Ngunut,1.03E+18, c9da573cb5751268, Ngunut, Ngunut Indonesia,112.0014622,-8.1212615,kali makan kopyok kelojot kek mulas huhuhu,0,Jatim
3504,@mizzNna, 2018-08-19, 19:30,@mizzNna<br>@mizzNna<br>@mizzNna<br>@mizzNna<br>@mizzNna<br>@mizzNna<br>@mizzNna<br>@mizzNna<br> duh getarnya kok uda beda sih...  iyalah  mules<br> 19:30 -  2018-08-19 dari  Jepara Indonesia<br> 19:30 -  2018-08-19 dari  Jepara Indonesia<br> 19:30 -  201,1.03E+18, 0363c91f8e3259e4, Jepara, Jepara Indonesia,110.6806185,-6.5806265,duh getar beda iya mulas,3,Jateng
3505,@Vivinurhani_, 2018-08-19, 08:42,@Vivinurhani_<br>@Vivinurhani_<br>@Vivinurhani_<br>@Vivinurhani_<br>@Vivinurhani_<br>@Vivinurhani_<br>@Vivinurhani_<br>@Vivinurhani_<br> Sakit perut<br> 08:42 -  2018-08-19 dari  Cengkareng Indonesia<br> 08:42 -  2018-08-19 dari  Cengkareng Indonesia<br> ,1.03E+18, 93aa30b3e9be6b59, Cengkareng, Cengkareng Indonesia,106.7490441,-6.150752,sakit perut,2,JKT
3506,@lindarafeby, 2018-08-19, 08:11,"@lindarafeby<br>@lindarafeby<br>@lindarafeby<br>@lindarafeby<br>@lindarafeby<br>@lindarafeby<br>@lindarafeby<br>@lindarafeby<br> Kebodohan 101 yang dilakukan Linda di pagi hari: minum kopi.  ""Mengko nek mules ojo sambat.""  my momma said.  Sekarang perut m",1.03E+18, afd1ca7391d3edc9, Argomulyo, Argomulyo Indonesia,110.4962274,-7.3693395,bodoh ana pagi minum kopi teh dewe mulas dewe sambat jap momma baid perut lilit napas rada mengap muntah locus of kontrol internal aktif salah kopi salah hehehe,1,Jateng
3507,@iniputri, 2018-08-19, 08:23,@iniputri<br>@iniputri<br>@iniputri<br>@iniputri<br>@iniputri<br>@iniputri<br>@iniputri<br>@iniputri<br>  Demi Indonesia.  Udah meluncur ke GBK Aquatic.  . Terus sekarang mules~ hiss... <br> 08:23 -  2018-08-19 dari  Jagakarsa Indonesia<br> 08:23 -  2018-,1.03E+18, 4cb9dedf236475ad, Jagakarsa, Jagakarsa Indonesia,106.8279515,-6.332802,indonesia luncur gbk akuatik mulas bel,3,JKT
3508,@yaumil_zain, 2018-08-19, 08:24,@yaumil_zain<br>@yaumil_zain<br>@yaumil_zain<br>@yaumil_zain<br>@yaumil_zain<br>@yaumil_zain<br>@yaumil_zain<br>@yaumil_zain<br> Semerdu apapun suara announcer stasiun klo udh kepepet waktu bikin mules dengernya<br> 08:24 -  2018-08-19 dari  Semarang Utar,1.03E+18, 2432eb3a987082a2, Semarang Utara 1, Semarang Utara 1 Indonesia,110.4198647,-6.9585978,merdu suara announcer stasiun pepet mulas ngeden,3,Jateng
3509,@Myaendaham, 2018-08-19, 02:13,@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br> Mules di jam jam utama  mantep bat dong  <br> 02:13 -  2018-08-19 dari  Jember Jawa Timur<br> 02:13 -  2018-08-19 dari  Jember Jawa Ti,1.03E+18, ca2f73ec11bac14e, Jember, Jember Jawa Timur,113.6327547,-8.2675355,mulas jam jam utama antep aki,3,Jatim
3510,@fatma_indana, 2018-08-19, 03:11,@fatma_indana<br>@fatma_indana<br>@fatma_indana<br>@fatma_indana<br>@fatma_indana<br>@fatma_indana<br>@fatma_indana<br>@fatma_indana<br> Anggap saja ini diet #diare<br> 03:11 -  2018-08-19 dari  Benowo Indonesia<br> 03:11 -  2018-08-19 dari  Benowo Indone,1.03E+18, d3ffcb788dc63cef, Benowo, Benowo Indonesia,112.6323827,-7.2321265,anggap diet diare,4,Jatim
3511,@triastutiD, 2018-08-19, 22:58,@triastutiD<br>@triastutiD<br>@triastutiD<br>@triastutiD<br>@triastutiD<br>@triastutiD<br>@triastutiD<br>@triastutiD<br> sakit perut disaat yg tidak tepat<br> 22:58 -  2018-08-19 dari  Cakranegara Indonesia<br> 22:58 -  2018-08-19 dari  Cakranegara Indone,1.03E+18, 8dfc301cf3b6d9fe, Cakranegara, Cakranegara Indonesia,116.1388371,-8.593665,sakit perut,2,NTB
3512,@gilang_gel, 2018-08-19, 00:01,@gilang_gel<br>@gilang_gel<br>@gilang_gel<br>@gilang_gel<br>@gilang_gel<br>@gilang_gel<br>@gilang_gel<br>@gilang_gel<br> Jadi malam minggu kai ini diakhiri dengan mencret di 00.00 oke sekian<br> 00:01 -  2018-08-19 dari  Coblong Indonesia<br> 00:01 -  201,1.03E+18, 2c0294c5eab821c9, Coblong, Coblong Indonesia,107.6142103,-6.88176745,malam minggu apo mencret oke sekian,5,Jabar
3513,@IndomieDonat, 2018-08-19, 23:29,@IndomieDonat<br>@IndomieDonat<br>@IndomieDonat<br>@IndomieDonat<br>@IndomieDonat<br>@IndomieDonat<br>@IndomieDonat<br>@IndomieDonat<br> Kok perut w mules mules ya<br> 23:29 -  2018-08-19 dari  Tanah Abang Indonesia<br> 23:29 -  2018-08-19 dari  Tanah Aba,1.03E+18, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.817736,-6.2016105,perut w mulas mulas,3,JKT
3514,@yantinainggolan, 2018-08-19, 22:33,@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br> Iyes  lgsg beli diapet dan aman skrg <br> 22:33 -  2018-08-19 dari  Denpasar Selatan Indonesia,1.03E+18, f57d760962aa72a0, Denpasar Selatan, Denpasar Selatan Indonesia,115.2257074,-8.7059682,beli apkir aman,3,Bali
3515,@NadiaaLstr, 2018-08-19, 16:35,@NadiaaLstr<br>@NadiaaLstr<br>@NadiaaLstr<br>@NadiaaLstr<br>@NadiaaLstr<br>@NadiaaLstr<br>@NadiaaLstr<br>@NadiaaLstr<br> Kenapasih sakit perut saat haid tuh parah banget. Kemarin2 kayanya b aja kali ini serba salah bnr2 bulak balik kamar mandi pup kagakk ,1.03E+18, 5053899b6acdd6eb, Palmerah, Palmerah Indonesia,106.8014604,-6.18947,sakit perut haid parah kemarin b kali serba salah bulak kamar mandi bab kagak adeh,2,JKT
3516,@edwinnp_, 2018-08-19, 15:43,@edwinnp_<br>@edwinnp_<br>@edwinnp_<br>@edwinnp_<br>@edwinnp_<br>@edwinnp_<br>@edwinnp_<br>@edwinnp_<br> perutku udh buncit segala diare elahh sekali sekali gitu sixpack kek diare juga gapapa dah kalo sixpack<br> 15:43 -  2018-08-19 dari  Telukjambe Indon,1.03E+18, 02a5a8983ca22b6b, Telukjambe, Telukjambe Indonesia,107.3380587,-6.391887,perut buncit diare elahh langsing kek diare langsing,4,Jabar
3517,@adibhaekalz, 2018-08-19, 22:28,@adibhaekalz<br>@adibhaekalz<br>@adibhaekalz<br>@adibhaekalz<br>@adibhaekalz<br>@adibhaekalz<br>@adibhaekalz<br>@adibhaekalz<br> Makan anggur pas kondisi dingin dari kulkas ternyata bikin sakit perut  perih cukkk<br> 22:28 -  2018-08-19 dari  Paguyangan I,1.03E+18, c0266dd76decce3e, Paguyangan, Paguyangan Indonesia,109.0436121,-7.294661,makan anggur kondisi dingin kulkas sakit perut perih cukkk,2,Jateng
3518,@adysaml, 2018-08-19, 12:58,@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br> Lagi sakit perut dan lagi banjir2 nya haid  ga enak badan  tapi bangun tidur udah nyapu  ngepel  nyuci piring  masak kangkung  masak nasi  dan jalan kaki bola,1.03E+18, f74b8f2d84ec3415, Cimahi Tengah, Cimahi Tengah Indonesia,107.5512912,-6.8845795,sakit perut banjir haid enak badan bangun tidur bersih kepel suci piring masak kangkung masak nasi jalan kaki bolak k minimarket sport rumah panas terik,2,Jabar
3519,@socku, 2018-08-19, 20:54,@socku<br>@socku<br>@socku<br>@socku<br>@socku<br>@socku<br>@socku<br>@socku<br> Diare  sariawan  sakit kepala. Cocok...   Kopi mana kopi<br> 20:54 -  2018-08-19 dari  Kalimantan Timur Indonesia<br> 20:54 -  2018-08-19 dari  Kalimantan Timur Indonesia<br>,1.03E+18, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.1353565,0.0985775,diare seriawan sakit kepala cocok kopi kopi,4,Kaltim
3520,@RendyGL, 2018-08-19, 22:43,@RendyGL<br>@RendyGL<br>@RendyGL<br>@RendyGL<br>@RendyGL<br>@RendyGL<br>@RendyGL<br>@RendyGL<br> Fix sakit perut akibat wib wkwk<br> 22:43 -  2018-08-19 dari  Tambun Indonesia<br> 22:43 -  2018-08-19 dari  Tambun Indonesia<br> 22:43 -  2018-08-19 dari  Ta,1.03E+18, 0f8cbb99c609cfdf, Tambun, Tambun Indonesia,107.0715732,-6.2201165,progres sakit perut akibat kait wkwk,2,Jabar
3521,@yantinainggolan, 2018-08-19, 21:38,"@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br>@yantinainggolan<br> Tambahan: ""Ils kok kamu bs sih sakit perut lg liburan gini?"" Minggu pagi aku mencret2 gegara k",1.03E+18, f57d760962aa72a0, Denpasar Selatan, Denpasar Selatan Indonesia,115.2257074,-8.7059682,mes bs sakit perut libur minggu pagi mencret gegar makan udang ayu yayipradnyasari,2,Bali
3522,@fyndaeyo, 2018-08-19, 20:52,@fyndaeyo<br>@fyndaeyo<br>@fyndaeyo<br>@fyndaeyo<br>@fyndaeyo<br>@fyndaeyo<br>@fyndaeyo<br>@fyndaeyo<br> Mules liat 1500 beda koma aja . Jadi inget isg 2013 lalu gajadi dpt bronze gara2 kalah panjang tangannya:(<br> 20:52 -  2018-08-19 dari  Klojen Indone,1.03E+18, a129cd2cc1781a1c, Klojen, Klojen Indonesia,112.6294926,-7.972495,mulas liat beda koma mimik gajah bronze kalah tangan,3,Jatim
3523,@alhaum06, 2018-08-20, 01:32,"@alhaum06<br>@alhaum06<br>@alhaum06<br>@alhaum06<br>@alhaum06<br>@alhaum06<br>@alhaum06<br>@alhaum06<br> Yahene tangik goro"" wetenge mules <br> 01:32 -  2018-08-20 dari  Boyolali Indonesia<br> 01:32 -  2018-08-20 dari  Boyolali Indonesia<br> 01:32 -  2018",1.03E+18, f339acbd799e8a84, Boyolali, Boyolali Indonesia,110.5933235,-7.5179895,kamal tang goro teng mulas,3,Jateng
3524,@kiranasasha, 2018-08-20, 01:59,@kiranasasha<br>@kiranasasha<br>@kiranasasha<br>@kiranasasha<br>@kiranasasha<br>@kiranasasha<br>@kiranasasha<br>@kiranasasha<br> Jam 2 pagi diare  makan apa sih td :(<br> 01:59 -  2018-08-20 dari  Setia Budi Indonesia<br> 01:59 -  2018-08-20 dari  Setia B,1.03E+18, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350756,-6.2213485,jam pagi diare makan td,4,JKT
3525,@ekhabcde, 2018-08-20, 06:13,@ekhabcde<br>@ekhabcde<br>@ekhabcde<br>@ekhabcde<br>@ekhabcde<br>@ekhabcde<br>@ekhabcde<br>@ekhabcde<br> Pagi diawali dengan mules<br> 06:13 -  2018-08-20 dari  Pasar Minggu Indonesia<br> 06:13 -  2018-08-20 dari  Pasar Minggu Indonesia<br> 06:13 -  2018-,1.03E+18, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.8361301,-6.293493,pagi mulas,1,JKT
3526,@diediekilanta, 2018-08-20, 08:58,@diediekilanta<br>@diediekilanta<br>@diediekilanta<br>@diediekilanta<br>@diediekilanta<br>@diediekilanta<br>@diediekilanta<br>@diediekilanta<br> Sarapannya gegayaan banget  padahal BM bubur abang abang pinggir jalan tp entah knp hari ini pada tutup  Semog,1.03E+18, d753c2420f2a8da5, Cilandak, Cilandak Indonesia,106.8022659,-6.29272805,sarap gaya bm bubur abang abang pinggir jalan tutup moga perut mulas abis makan sarap bule bule breakfast sanding,0,JKT
3527,@cangkir_item, 2018-08-20, 12:31,@cangkir_item<br>@cangkir_item<br>@cangkir_item<br>@cangkir_item<br>@cangkir_item<br>@cangkir_item<br>@cangkir_item<br>@cangkir_item<br> Beres2 kosan dan nemu banyak bet obat diare udah kadaluarsa  secacat itukan makanan gua dulu -__-<br> 12:31 -  2018-08,1.03E+18, 2c0294c5eab821c9, Coblong, Coblong Indonesia,107.6142103,-6.88176745,beres indekos nun bet obat diare kedaluwarsa caca makan gua,4,Jabar
3528,@allifsilfiyana1, 2018-08-20, 12:47,@allifsilfiyana1<br>@allifsilfiyana1<br>@allifsilfiyana1<br>@allifsilfiyana1<br>@allifsilfiyana1<br>@allifsilfiyana1<br>@allifsilfiyana1<br>@allifsilfiyana1<br> Kondisi perut belum stabil kadang mules terus ilang lah kalo ntar konsul mules2 begemana nih<b,1.03E+18, aa1d86bcd61a4d55, Pasar Kliwon, Pasar Kliwon Indonesia,110.8457286,-7.5629274,kondisi perut stabil kadang mulas hilang entar konsul mulas,3,Jateng
3529,@dhillaarrasuli, 2018-08-20, 09:06,@dhillaarrasuli<br>@dhillaarrasuli<br>@dhillaarrasuli<br>@dhillaarrasuli<br>@dhillaarrasuli<br>@dhillaarrasuli<br>@dhillaarrasuli<br>@dhillaarrasuli<br> Mager ga ada gunanya saat perut mules<br> 09:06 -  2018-08-20 dari  Lubuk Begalung Indonesia<br> 09:06,1.03E+18, f5e166f0bff1fb22, Lubuk Begalung, Lubuk Begalung Indonesia,100.4026626,-0.9998602,malas perut mulas,3,Sumbar
3530,@WulanMega, 2018-08-20, 09:08,@WulanMega<br>@WulanMega<br>@WulanMega<br>@WulanMega<br>@WulanMega<br>@WulanMega<br>@WulanMega<br>@WulanMega<br> Abis masuk IGD gara2 diare dan muntah2. Penyakitmu gak elit Mba.. <br> 09:08 -  2018-08-20 dari  Kebayoran Baru Indonesia<br> 09:08 -  2018-08,1.03E+18, 00ce43ecd091a5e8, Kebayoran Baru, Kebayoran Baru Indonesia,106.8079371,-6.2445845,abis masuk picu diare muntah sakit elite mbak,4,JKT
3531,@LAKSMIDR, 2018-08-20, 17:19,@LAKSMIDR<br>@LAKSMIDR<br>@LAKSMIDR<br>@LAKSMIDR<br>@LAKSMIDR<br>@LAKSMIDR<br>@LAKSMIDR<br>@LAKSMIDR<br> Langsung mencret <br> 17:19 -  2018-08-20 dari  Puri Indonesia<br> 17:19 -  2018-08-20 dari  Puri Indonesia<br> 17:19 -  2018-08-20 dari  Puri Indones,1.03E+18, 8e2d1ce170f66a2d, Puri, Puri Indonesia,112.4413137,-7.504996,langsung mencret,5,Jatim
3532,@MissNanuut, 2018-08-20, 08:32,@MissNanuut<br>@MissNanuut<br>@MissNanuut<br>@MissNanuut<br>@MissNanuut<br>@MissNanuut<br>@MissNanuut<br>@MissNanuut<br> Next time lah yuk  malam td ajo lah sakit perut amb lantak perut kosong #demikurus <br> 08:32 -  2018-08-20 dari  Seluma Kota Indonesi,1.03E+18, 173446e97ed10515, Seluma Kota, Seluma Kota Indonesia,102.5703041,-4.099524,next time yuk malam td sakit perut amb lantak perut kosong kurus,2,Bengkulu
3533,@hariyarini, 2018-08-20, 19:55,@hariyarini<br>@hariyarini<br>@hariyarini<br>@hariyarini<br>@hariyarini<br>@hariyarini<br>@hariyarini<br>@hariyarini<br> Perut w mual dan mules krn masuk angin  liat makanan aja mual gimana ceritanyaaaa <br> 19:55 -  2018-08-20 dari  Margaasih Indonesia<b,1.03E+18, ad4a2a47ef7491d4, Margaasih, Margaasih Indonesia,107.5507024,-6.947334,perut w mual mulas masuk angin liat makan mual gim cerita,0,Jabar
3534,@siapasajabisa_, 2018-08-20, 16:12,@siapasajabisa_<br>@siapasajabisa_<br>@siapasajabisa_<br>@siapasajabisa_<br>@siapasajabisa_<br>@siapasajabisa_<br>@siapasajabisa_<br>@siapasajabisa_<br> Sakit perut gatau kondisi emang ya. Bangkeee <br> 16:12 -  2018-08-20 dari  Lowokwaru Indonesia<br> 16,1.03E+18, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.6068496,-7.943315,sakit perut kondisi bangkar,2,Jatim
3535,@ohiyadenk, 2018-08-20, 22:32,@ohiyadenk<br>@ohiyadenk<br>@ohiyadenk<br>@ohiyadenk<br>@ohiyadenk<br>@ohiyadenk<br>@ohiyadenk<br>@ohiyadenk<br> Tadi makan mie apong sama dedek pacar. Aku pesen yg porsi kecil karena takut mules mules. Dia pesen porsi biasa.  Datenglah.. Ternyata yg pors,1.03E+18, b606de51aa2ec7fd, Patrang, Patrang Indonesia,113.6996464,-8.1442935,makan kopyok topong dedek pacar sen porsi takut mulas mulas sen porsi teng porsi porsi normal warung kopyok porsi gede,3,Jatim
3536,@Atiqmj, 2018-08-20, 21:01,@Atiqmj<br>@Atiqmj<br>@Atiqmj<br>@Atiqmj<br>@Atiqmj<br>@Atiqmj<br>@Atiqmj<br>@Atiqmj<br> buru buru pulang biasa naik busway naik ojek gegara mules nyampe rumah sudah tak mules <br> 21:01 -  2018-08-20 dari  Senen Indonesia<br> 21:01 -  2018-08-20 dari  Se,1.03E+18, baba7178a0f8c5f4, Senen, Senen Indonesia,106.8555012,-6.1823335,buru buru pulang busway ojek gegar mulas sampek rumah mulas,3,JKT
3537,@Myaendaham, 2018-08-20, 06:51,"@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br>@Myaendaham<br> Pepatah baru hasil saduran mengatakan ""sudah mules tertimpa kober (versi mas yg bikin lagi dermawan cabe)"". Salae sopo nduk :"")<br> 06",1.03E+18, 7fabe8f1632e11f8, Sumbersari, Sumbersari Indonesia,113.7091648,-8.1802265,pepatah hasil sadur mulas timpa kober versi mas murah cabe salae jero mama,3,Jatim
3538,@happyoktaa, 2018-08-21, 15:13,@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br> Cobain ah besok.. aku sejauh ini yg nggak sakit perut cuma kopi item dek sama gula.. tapi kalo khilaf ngabisin hampir segelas gitu  la,1.03E+18, 26173b1d9cfc15b2, Sidoarjo, Sidoarjo Indonesia,112.7455362,-7.459679,coba ah besok sakit perut kopi item dek gula khilaf abis gelas langsung sakit perut,2,Jatim
3539,@happyoktaa, 2018-08-21, 14:03,@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br>@happyoktaa<br> Pengen kopi tapi males sakit perut. Apa bikin  terus kumur2in doang aja ni kita..<br> 14:03 -  2018-08-21 dari  Sidoarjo Indonesia<br>,1.03E+18, 26173b1d9cfc15b2, Sidoarjo, Sidoarjo Indonesia,112.7455362,-7.459679,kopi malas sakit perut kumur doang,2,Jatim
3540,@________bungamj, 2018-08-21, 12:03,@________bungamj<br>@________bungamj<br>@________bungamj<br>@________bungamj<br>@________bungamj<br>@________bungamj<br>@________bungamj<br>@________bungamj<br> Mules. Tapi tunggu di ujung aja dulu<br> 12:03 -  2018-08-21 dari  Sawahan Indonesia<br> 12:03,1.03E+18, 48fa312df6d273f1, Sawahan, Sawahan Indonesia,112.7214629,-7.275803,mulas tunggu ujung,3,Jatim
3541,@Annisa_AFR_13, 2018-08-21, 11:05,@Annisa_AFR_13<br>@Annisa_AFR_13<br>@Annisa_AFR_13<br>@Annisa_AFR_13<br>@Annisa_AFR_13<br>@Annisa_AFR_13<br>@Annisa_AFR_13<br>@Annisa_AFR_13<br> Alhamdulillah  Thank you buat semua pengalaman yang kita buat  untuk ke-alay-an  canda tawa yang bikin sakit p,1.03E+18, 969b213ad92ccb0f, Wiyung, Wiyung Indonesia,112.6968606,-7.3083115,alhamdulillah thank you alam gaul an canda tawa sakit perut rahang henti kerja keras,2,Jatim
3542,@athzhaf, 2018-08-21, 16:58,@athzhaf<br>@athzhaf<br>@athzhaf<br>@athzhaf<br>@athzhaf<br>@athzhaf<br>@athzhaf<br>@athzhaf<br> Bad news kakak-kakak. Sibu mencret dari Jumat  puncaknya hari ini  parah banget mencretnya. Akhirnya kontrol lagi  skrg ditangani oleh dr. Josh.  dr. Josh blg,1.03E+18, 9c74447e60755891, Sukajadi, Sukajadi Indonesia,107.5887546,-6.88927375,bad news kakak kakak sibuk mencret jumat puncak parah mencret kontrol tangan sport josh sport josh sibuk diare kasi obat deh bom jg kmrb habis obat huhu doa kakak kakak,5,Jabar
3543,@ShellyRosita12, 2018-08-21, 05:14,@ShellyRosita12<br>@ShellyRosita12<br>@ShellyRosita12<br>@ShellyRosita12<br>@ShellyRosita12<br>@ShellyRosita12<br>@ShellyRosita12<br>@ShellyRosita12<br> duh kok mules ya<br> 05:14 -  2018-08-21 dari  Magelang Utara Indonesia<br> 05:14 -  2018-08-21 dari  ,1.03E+18, 48f3a332643193ef, Magelang Utara, Magelang Utara Indonesia,110.2202591,-7.46148075,duh mulas,3,Jateng
3544,@winda_dindon, 2018-08-21, 14:54,@winda_dindon<br>@winda_dindon<br>@winda_dindon<br>@winda_dindon<br>@winda_dindon<br>@winda_dindon<br>@winda_dindon<br>@winda_dindon<br> Sampai kebawa mimpi gak tuh plus sakit perut mikirinya <br> 14:54 -  2018-08-21 dari  Kalimantan Timur Indonesia<br> 1,1.03E+18, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.1353565,0.0985775,bawa mimpi plus sakit perut pikir,2,Kaltim
3545,@umenumen, 2018-08-21, 09:50,@umenumen<br>@umenumen<br>@umenumen<br>@umenumen<br>@umenumen<br>@umenumen<br>@umenumen<br>@umenumen<br> Mules nontonnya.. <br> 09:50 -  2018-08-21 dari  Kebon Jeruk Indonesia<br> 09:50 -  2018-08-21 dari  Kebon Jeruk Indonesia<br> 09:50 -  2018-08-21 dar,1.03E+18, 4e804e21f22144e1, Kebon Jeruk, Kebon Jeruk Indonesia,106.7756626,-6.185602,mulas tonton,3,JKT
3546,@pradnyathamitha, 2018-08-21, 08:50,@pradnyathamitha<br>@pradnyathamitha<br>@pradnyathamitha<br>@pradnyathamitha<br>@pradnyathamitha<br>@pradnyathamitha<br>@pradnyathamitha<br>@pradnyathamitha<br> yak gara2 kwetiau pedas kemarin hari ini langsung diare  nice <br> 08:50 -  2018-08-21 dari  D,1.03E+18, f57d760962aa72a0, Denpasar Selatan, Denpasar Selatan Indonesia,115.2257074,-8.7059682,kwetiau pedas kemarin langsung diare nice,4,Bali
3547,@haisengwin, 2018-08-21, 20:23,@haisengwin<br>@haisengwin<br>@haisengwin<br>@haisengwin<br>@haisengwin<br>@haisengwin<br>@haisengwin<br>@haisengwin<br> Mamak ngingetin jadwal operasi.. aing mules sendiri<br> 20:23 -  2018-08-21 dari  Padang Utara Indonesia<br> 20:23 -  2018-08-21 dari ,1.03E+18, ef4502813391696a, Padang Utara, Padang Utara Indonesia,100.357908,-0.9130678,mamak ngingetin jadwal operasi caing mulas,3,Sumbar
3548,@hanifadani, 2018-08-21, 18:41,@hanifadani<br>@hanifadani<br>@hanifadani<br>@hanifadani<br>@hanifadani<br>@hanifadani<br>@hanifadani<br>@hanifadani<br> Diare tapi w jenius semalem minum xenical. Ya gitu weh lemeshh<br> 18:41 -  2018-08-21 dari  Lumajang Indonesia<br> 18:41 -  2018-08-2,1.03E+18, 8114ecab9eca5afc, Lumajang, Lumajang Indonesia,113.2202724,-8.127243,diare w jenius maleman minum xenical weh lemes,4,Jatim
3549,@Ditassr, 2018-08-21, 19:32,@Ditassr<br>@Ditassr<br>@Ditassr<br>@Ditassr<br>@Ditassr<br>@Ditassr<br>@Ditassr<br>@Ditassr<br> Minum kopi bukannya melek malah mules heuhuhuhu ngeluh trus ae dit haha<br> 19:32 -  2018-08-21 dari  Mulyorejo Indonesia<br> 19:32 -  2018-08-21 dari  Mulyor,1.03E+18, eba0f2c360607091, Mulyorejo, Mulyorejo Indonesia,112.7901464,-7.270584,minum kopi melek mulas heuhuhuhu keluh ae zal haha,3,Jatim
3550,@shantiyuliap, 2018-08-21, 21:38,@shantiyuliap<br>@shantiyuliap<br>@shantiyuliap<br>@shantiyuliap<br>@shantiyuliap<br>@shantiyuliap<br>@shantiyuliap<br>@shantiyuliap<br> Ini gue mules ya. Tp gimana dong  kamar mandi tuh pisah sama rumah. Serem takut ada ular :(<br> 21:38 -  2018-08-21 da,1.03E+18, 86e049af454ce867, Kauman, Kauman Indonesia,111.4137921,-7.900986,mulas gim kamar mandi pisah rumah rem takut ular,3,Jatim
3551,@sehunielayie, 2018-08-21, 19:20,@sehunielayie<br>@sehunielayie<br>@sehunielayie<br>@sehunielayie<br>@sehunielayie<br>@sehunielayie<br>@sehunielayie<br>@sehunielayie<br> Knowing brother eps nya lucas emang lucu parah si gokil. Hahaha sakit perut nih ya allah <br> 19:20 -  2018-08-21 dari,1.03E+18, 67aa3f6a6bcbf0c4, Purwokerto Timur, Purwokerto Timur Indonesia,109.2477143,-7.422715,knowing brother eps lucas lucu parah lucu hahaha sakit perut allah,2,Jateng
3552,@DiwaLfc, 2018-08-21, 00:00,@DiwaLfc<br>@DiwaLfc<br>@DiwaLfc<br>@DiwaLfc<br>@DiwaLfc<br>@DiwaLfc<br>@DiwaLfc<br>@DiwaLfc<br> Ga kuat sm mercon'y bikin mules! :))<br> 00:00 -  2018-08-21 dari  Gedong Tengen Indonesia<br> 00:00 -  2018-08-21 dari  Gedong Tengen Indonesia<br> 00:00 -  ,1.03E+18, 17c0da285d91d968, Gedong Tengen, Gedong Tengen Indonesia,110.3609364,-7.79118535,kuat mercon mulas,3,DIY
