,username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result
1561,@jguntari, 2018-05-06, 10:03, Me: Mak  adek sakit perut.. Umak: salahmu..  BAIQLAAAAHHH ,992962999232090112, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.10989522389193,-0.4793298500000001,me lampir kakak sakit perut etek salah toilet
1562,@yudhie86, 2018-05-06, 12:39, Gimana si mukidi ANU beserta moncong putihnya gak panik kalo begini...   Pendukunnya kejang kejang perut mules mules  #2019GantiPresiden  #2019PresidenBaru  #2018GantiGubernurJateng ,993002368739360768, 62f9f7941af63107, Tebet, Tebet Indonesia,106.85685564264601,-6.2258419000000025,sang tawon anu moncong putih panik kalo dukun kejang kejang perut mulas mulas presiden email kupat
1563,@keynantea, 2018-05-06, 10:33, Tiga hari sakit perut efek makan mangga muda tiga hari berturut turut ,992970479945175040, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.10989522389193,-0.4793298500000001,sakit perut efek makan mangga muda
1564,@SantiNov21, 2018-05-06, 09:56," Pantes perut ku mules"" sesak bokerr.. d sebut"".. ",992961310768807938, 0e960886390aa80d, Kramat Jati, Kramat Jati Indonesia,106.87059351073131,-6.275767999999999,mang perut mu mulas sesak bokerr d
1565,@sederhananih, 2018-05-06, 21:26, makan  ngantuk  tidur  bangun  laper lg  mules  berak  laper lg  ngantuk lg.... itu lebih menyenangkan,993134889489711115, 56a3ddb48e856c55, Campaka, Campaka Indonesia,107.49935570136623,-6.4936460500000015,makan antuk tidur bangun lapar lg mulas berak lapar lg antuk lg nangka
1566,@brendaadel, 2018-05-06, 14:03, Yang paling disebelin dari pergi subuh-subuh adalah: mules karena ga sempet setoran,993023546128412673, 2d46dbd9431c332e, Legok, Legok Indonesia,106.60432021752659,-6.292148,bin pergi subuh mulas gue setor
1567,@sederhananih, 2018-05-06, 21:29, ini KKN macam apa sih? kerjaannya bangun tidur-sarapan-tiduran lg-makan siang-tidur siang-bangun-laper lg-mules-diberakin-laper lg huhuhuhu sehat sekali hidupku,993135583739265025, 56a3ddb48e856c55, Campaka, Campaka Indonesia,107.49935570136623,-6.4936460500000015,korupsi sih kerja bangun tidur dogma tidur bangun lgmulesdiberakinlaper lg huhuhuhu sehat hidup
1568,@kepanguiik, 2018-05-06, 22:51, WEHHH GUE MENDADAK MULES BENERAN LIAT TL ISINYA TENTANG INTRO #SINGULARITY SEMUA ANJIRRR~~ INI MASIH SI TETET DOANG GUE UDH BEGINI  GIMANA NANTI PAS MV KELUAR??!!,993156378158972929, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.83613013640064,-6.293493,wehhh dorong alikuot heran pustaka lat definisi intuisi singularity koreksi mawon den deh tafsir tembus kanti dap jet
1569,@FenJho, 2018-05-06, 09:31, Di lain hari.  SC. Gw kira Sectio Caesarea. Taunya Screen Capture.  AI. Gw kira Artificial Intelligence. Taunya maksud dia Auto Immune.  TB. Gw kira tuberculosis. Taunya Toko Bangunan.,992954960345092096, 6c8aa00f3ecfda7f, Banten, Banten Indonesia,106.11479673475084,-6.437779,sidi sc gue sectio kaisar bonyok screen capture laici gue artifisial inteligen bonyok maksud auto auto gue tuberculosis bonyok toko bangun
1570,@DharmawanReza, 2018-05-06, 23:37, MUDIK = Mules Ditanya Kawin  #ad,993167969688604672, eaccf46fdb83a44b, Bubutan, Bubutan Indonesia,112.7326795317936,-7.249600999999998,lebaran mules kawin libitum
1571,@andinaseptrian1, 2018-05-06, 21:58, Prekju lvl 3 aja udah mules  oh perut cupu sekali engkau :'),993142918813663233, 33763627a2a6eeb1, Magelang Selatan, Magelang Selatan Indonesia,110.21902494108556,-7.4907024999999985,prekju lvl  aja uda mulas oh perut cupu engkau
1572,@sakurakuchan_, 2018-05-06, 22:32, Ketawa malam ini bikin sakit perut  padahal ga ketemu  tapi lucu banget. Sugoi! ,993151590793035778, 2b8a188e15cd8d6a, Klari, Klari Indonesia,107.36514587395176,-6.352461,tawan malam bikin sakit perut gue ketemu lucu banget boku
1573,@fabiankwdn, 2018-05-07, 22:32, Kayak apa ya rasanya  belum mulai tahun senior tapi kok ya pingin tegar tapi mules sendiri mikirnya ,993513805714878464, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.60684962877414,-7.943314999999999,kayak ya senior ya ken tegar mulas pikir
1574,@ery_MoveOn, 2018-05-07, 09:18, hadeh pagi2 prut dah mules :-'),993314052213432320, a0ab46b927a3431d, Tangerang, Tangerang Indonesia,106.63483924338509,-6.186222,adeh pagi bun dah mulas
1575,@Kadeduabelas433, 2018-05-07, 07:48, Pengeneee...ckup spisan bae..JOKOWI gw mules..gw lara rakyat karepe dwek kebablasan...#2019 GANTI PRESIDEN,993291503412830208, e18cdb4e28bbaabb, Mundu, Mundu Indonesia,108.58346920362166,-6.7723315500000005,kembang cas mujahidin gue cape lara rakyat dewe his bablas ganti presiden
1576,@NetiTRW, 2018-05-07, 19:48, Saya  kalau sedang sakit perut  ,993472762218885121, baba7178a0f8c5f4, Senen, Senen Indonesia,106.85550123407222,-6.1823335,sakit perut
1577,@rzqmysf, 2018-05-07, 09:46, Ga bisa diajak kerja sama nih. Masa sarapan roti doang perutnya mules. Gimana nanti kalo tinggal di eropa,993321158056427520, 4cb9dedf236475ad, Jagakarsa, Jagakarsa Indonesia,106.82795154196195,-6.332802,ajak kerja nih sarap roti doang perut mulas kalo tinggal sidi era
1578,@iintanpermata, 2018-05-07, 21:22, Akhirnya nyobain oseng mrecon bu narti semoga besok ga mules,993496353094352897, 0101781eef585ee9, Yogyakarta, Yogyakarta Indonesia,110.41343442386848,-7.874352,soba tumis mrecon bude moga besok gue mulas
1579,@duuwiieedwi, 2018-05-07, 19:08, sejak tragedi sakit perut tgl 1 smpe skrg msh trauma makan sayur bening  jd makannya mulai pilih2  sprti malam ini makan malamnya pisang ijo #gwsforme ,993462468386078721, 653f905c6ce7a55b, Kolaka, Kolaka Indonesia,121.60222523685543,-3.9784086,tragedi sakit perut tanggal  bom trauma makan sayur bening jd makan pilih malam makan malam pisang hijau gwsforme
1580,@htiranda, 2018-05-07, 18:41, Hari terakhir #fieldwork dikasih oleh-oleh sengatan tawon di bujur. Mendadak demam + diare udah 2 hari ,993455753779281920, 835fc4688b7053ac, Papua Barat, Papua Barat Indonesia,130.84085991257894,-0.231445,fieldwork kasi sengat tawon sidi bujur dadak demam diare uda 
1581,@dinilarasati92, 2018-05-07, 17:51, Lupa rasanya ketawa sampe sakit perut ya … https://www.instagram.com/p/BieTddsAeBUS0c7DPghjL3nZH2Wv_FW-06YPrw0/?utm_source=twitter …,993443261271498752, 34e4fb419d925d98, Gantung, Gantung Indonesia,108.0676950829919,-2.98094255,lupa ketawa ampe sakit perut ya aja aja
1582,@mas_syarif1, 2018-05-07, 05:48, Perut kosong. Pagi pagi minum chocolate +susu flag  semoga nga sakit perut. Kok rasanya mirip susu Hilo eh bonetto ding.. ,993261183531565056, 93aa30b3e9be6b59, Cengkareng, Cengkareng Indonesia,106.74904405919071,-6.150752,perut kosong sore pagi minum chocolate susu flag moga sakit perut susu limfa eh bonetto cing
1583,@naniraa_, 2018-05-07, 07:00, masalah dipagi hari bermula ketika pgn sarapan tp takut mules,993279354904788992, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,pagi om sarap tp takut mulas
1584,@nasrulumam16, 2018-05-07, 12:50, Perut mules dari tadi pagi~~hadeh  pasti gara2 tadi malem~~~~,993367401591787521, 3d48dc8085b11821, Genuk, Genuk Indonesia,110.47215475457041,-6.96426165,perut mulas sampa maleman
1585,@utiiiiiw, 2018-05-07, 13:43, makan roti ada pisangnya  udahannya sakit perut,993380718976819200, 25f5e9dbc1b635ac, Gambir, Gambir Indonesia,106.82605578723835,-6.168961,makan roti pisang sakit perut
1586,@LiaaMajesty, 2018-05-07, 06:41, Faktanya  di dalam cabe emang ada kandungan senyawa (lupa namanya) yang bisa bikin mencret. Tapi mencret itu dikarenakan pencernaan anak tersebut sensitif/alergi dg senyawa tsb. Dan ada juga yang ngga alergi. Tergantung dr respon tubuh masing-masing.,993274531698503680, 6756ddd483014715, Bantur, Bantur Indonesia,112.54925793477085,-8.3003235,nyata sidi cabe emang kandung senyawa lupa nama bikin mencret mencret cerna anak alergi senyawa alergi gantung sport respons tubuh
1587,@Rahma_agstn, 2018-05-07, 16:44, Usah ton. Marai ngiluu Mgko mencret hahahaa,993426419538477056, 0f5663ec8d8681e5, Purwokerto Utara, Purwokerto Utara Indonesia,109.23740870943148,-7.39976395,ton mara ngilu kibas mencret hahahaa
1588,@Adsptnas, 2018-05-07, 03:27, Buruan kelar  mules liatnya anjeeer,993225757265555456, 3d48dc8085b11821, Genuk, Genuk Indonesia,110.47215475457041,-6.96426165,buru kelar mulas liat anjeeer
1589,@tatiira, 2018-05-07, 01:56, Astagfirulloh Al adzim Kau iblis gue kebangun karna sakit perut gue   Dan panas yg menggigit Diubun2 kepala    Ya allah tersiksanya hidup gue  terhina banget hidup gue ma lu astagfirulloh Al adzim Kau penyanyi iblis,993202801986621440, ad4a2a47ef7491d4, Margaasih, Margaasih Indonesia,107.55070241306915,-6.947334,astagfirullah al adzim kau iblis gue bangun sakit perut gue panas yg gigit lecun kepala ya allah siksa hidup gue hina banget hidup gue ma elu astagfirullah al adzim kau nyanyi iblis
1590,@ptchdw, 2018-05-07, 00:15, Saya sedang merasakan mules. Diujung malam seperti lagu payung teduh.,993177425889525760, d04153eab7badc97, Lembang, Lembang Indonesia,107.66986096467596,-6.81347665,mulas hujung malam lagu payung teduh
1591,@faridzeks, 2018-05-07, 16:04, Acara WIT  bikin sakit perut bang. Ketawa ga berhenti. Kerennnn,993416217577730051, 6791341b86965709, Majalaya, Majalaya Indonesia,107.74799309634943,-7.0345405,acara wit bikin sakit perut bang tawan gue henti keren
1592,@MarineCulture, 2018-05-08, 17:01, 08 MAY 2018. Tim GRTC telah melaksanakan sesuai prosedure.  Ikan Segar => Proses ulang √  Bahaya Biologis/Mikrobiologis  disebabkan oleh bakteri pathogen   virus/parasit yg dpt menyebabkan keracunan  penyakit infeksi/infestasi  misalnya: E.Coli pathogenik dll.   Sumber: BKIPM. ,993793099032752128, 3bd26dc3bcd6d4a6, Gerokgak, Gerokgak Indonesia,114.79315069345293,-8.205136999999999, jun  tim grtc laksana sesuai prosedur ikan segar proses ulang bahaya mikrobiologis akibat bakteri patogenesis virus yg akibat racun sakti infeksi coli patogenik sumber bawat
1593,@Alfwulandr, 2018-05-08, 06:18," Dari hari minggu. Tp skrg udh mendingan  pagi ini yg kambuh maagnya. Jadi gantian gini  klo diare udh mendingan  maag nya yg kambuh gt terus dari hari minggu :"" Tau gak obat alaminya apaan ya? Huhu",993631090274271232, 7c7e93f29191841c, Ciledug, Ciledug Indonesia,106.71323455829788,-6.220018,minggu tp uda mending pagi yg kambuh diabetes ganti kalo diare uda mending gastritis yg kambuh gt minggu obat alami ya huhu
1594,@noviachhh, 2018-05-08, 16:15, Demi apa dah w hari ini dah bolak balik toilet more than 10 times grgr mencret :(,993781425160638464, f89727b97ebcb341, Mijen, Mijen Indonesia,110.35279836095371,-7.0632990000000015,dah w dah bolak toilet more than  times mutisme mencret
1595,@Tustrina, 2018-05-08, 10:36, Evryll imunisasi BCG  nangisnya dikit aja 🖒 @ RS Santa Theresia Jambi https://www.instagram.com/p/BigGXSAnvoL/?utm_source=ig_twitter_share …,993696082139013120, bacf3df073f19718, Telanaipura, Telanaipura Indonesia,103.62060150036423,-1.594378,evryll imunisasi imunisasi menang dikit aja jih santa heresi siak aja
1596,@Dhest4, 2018-05-08, 01:11, Lagi ena-ena tidur tetiba kebangun gegara perut mules... malesin bgt hahahks,993553834591977472, 7c7e93f29191841c, Ciledug, Ciledug Indonesia,106.71323455829788,-6.220018,enaena tidur kejap bangun gegar perut mulas malas banget hahahks
1597,@ayumamad, 2018-05-09, 13:45, Dari sisi humas.. polri okelah handling beritanya. Tapi ngumumin penyebab krn makanan.....come on . Mencret langsung duhh,994106099371405314, ce7988d3a8b6f49f, Indonesia, Indonesia,113.33412818144043,0.11379699999999993,sisi humas polisi oke handling berita pilih makan on mencret langsung duhh
1598,@grestianwar, 2018-05-09, 14:19, Berapa hari ini ini badan gak enak  eh hari ini abis makan mie (yang bukan mie coco) mual-mual  mau muntah dan akhirnya mencret. Gagal elit deh taylor hill ,994114642703101953, ab1b57fe6ccabc07, Tanjung Karang Timur, Tanjung Karang Timur Indonesia,105.29864573927333,-5.4139760999999975,badan enak eh abis makan kopyok kopyok natang mual muntah mencret gagal elite deh taylor hill
1599,@YuvantiPL, 2018-05-09, 19:35, Hati-hati mencret pak ,994194130568818688, 2d46dbd9431c332e, Legok, Legok Indonesia,106.60432021752659,-6.292148,hatif mencret mas
1600,@sowanable, 2018-05-10, 21:43, Aduh gua ketawa mulu anjir smpe sakit perut gua grgr baca grup,994588743011987457, 849e167064f094d2, Tanjung Priok, Tanjung Priok Indonesia,106.87786932786379,-6.1299044,aduh gua ketawa anjir sakit perut gua mutisme baca grup
1601,@Junoari, 2018-05-10, 20:34, Lagi mules e  sajake salah mangan wkwkwk *abaikan*,994571443101827072, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,mulas e sajak salah mangan wkwkwk abai
1602,@anggiprwt, 2018-05-10, 20:11, Sakit perut karna nahan lapar sama halnya mau nembak tapi tunggu-tungguan taunya udh keduluanin orang lain. Nays ya,994565672897208320, 9b7bc995c9e4ae4e, Kuta Alam, Kuta Alam Indonesia,95.34858943812479,5.5630228000000015,sakit perut tahan lapar embak tunggu tau uda keburu orang dapur ya
1603,@ajengpratiwi_yk, 2018-05-10, 16:49, udah sakit perut tapi ga dapet dapet ,994514682462453760, 04085834a9882b95, Jakarta Pusat, Jakarta Pusat DKI Jakarta,106.84991805049448,-6.1806540000000005,uda sakit perut gue kasih kasih
1604,@Marcel_Darmanto, 2018-05-10, 15:27, Di usus banyak bakteri. Kalo bakteri yg buruk bikin diare ya harus ditumpas norit. Kalo dibiarkan diare bisa mati donk. Gak mungkin bela hak bakteri pembuat diare kan? Simple as that.,994494113310371840, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.81773603395331,-6.2016105,sidi usus bakteri bakteri yg buruk bikin diare ya tumpas norit biar diare mati bela hak bakteri diare simpel kruk that
1605,@KAIno0na, 2018-05-10, 09:36, Kasinya yang ijo biar ga mencret :(( kalo yang biasa nantinya mencret :(((,994405834170892288, acb61aa718ba621f, Babakan Ciparay, Babakan Ciparay Indonesia,107.57577316406834,-6.9403184000000016,mas hijau biar gue mencret kalo mencret
1606,@friskaoktaa, 2018-05-11, 06:42," Sakit perut disaat mau pergi gini :""",994724336668819456, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,sakit perut pergi
1607,@Widhi_Waskito, 2018-05-11, 06:57, Ok fix .. Pete di goreng = mules Pete menta dibuat lalap = mau mulut pete Pete dibakar + diolesi minyak = bau pipis tingkat maksimal  #pete #enak #nagih #bodoamat,994728237212160000, 68b536c5b253c1b0, Kalideres, Kalideres Indonesia,106.71026670119466,-6.1395765,makas progres petepete sidi goreng mulas petepete tajali bikin lalap mulut petepete petepete bakar oles minyak bau pipis tingkat maksimal petepete enak tagih
1608,@azul_fickar, 2018-05-11, 07:02, Sebelum berangkat  di rumah udah nongkrong di wc 30 menit. Eh  giliran nyampe kantor  masih aja mules pen nongkrong ,994729440587366400, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.81773603395331,-6.2016105,berangkat sidi rumah uda tongkrong sidi wc  menit eh gilir sampek kantor aja mulas pen tongkrong
1609,@ivonnsj, 2018-05-11, 04:35, Diare ec makan masakan sendiri ,994692335706370048, 42ee1fbd9f9c5a0f, Gajahmungkur, Gajahmungkur Indonesia,110.40119019297924,-7.01057935,diare ec makan masakan
1610,@shelaaalaaa, 2018-05-11, 21:06, cuma bisa minum frappuccino sbux  ini sok minum latte. langsung mules nyari toilet. mau pupup,994941861453119488, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350755724146,-6.2213485,minum frappuccino bineka sok minum cocol langsung mulas cari toilet sobat
1611,@tenrigobel, 2018-05-11, 23:33, Mungkin karena ini aku diare! Baca no.1 ,994978719507726336, e4b647872c10fc3a, Cikeruh, Cikeruh Indonesia,107.77321172965729,-6.922062,diare baca pin
1612,@NenggPesekk_, 2018-05-11, 21:45,  ndak aku diare ngko,994951710467543042, f689b1ed479bbfa4, Ngaglik, Ngaglik Indonesia,110.40428210119288,-7.712573,diare engkoh
1613,@Rushley94, 2018-05-11, 21:33, Besoknya diare #sigh,994948666258440193, c1ed59e165fb9a34, Mertoyudan, Mertoyudan Indonesia,110.20243396707373,-7.544830499999999,besok diare sigh
1614,@sayabintank, 2018-05-11, 04:42, Sumpah bangun tidur perutku mules ngga jelas  panas banget. Apa ini efek kemaren 2 kali makan penyetan? Anjiir.,994694222027505664, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,sumpah bangun tidur perut mulas panas banget efek kemarin  kali makan penyet anjing
1615,@sowanable, 2018-05-11, 07:27, Udah jam segini pake acara sakit perut segala-_-,994735594495397888, 849e167064f094d2, Tanjung Priok, Tanjung Priok Indonesia,106.87786932786379,-6.1299044,jam gin pakai acara sakit perut
1616,@Widhi_Waskito, 2018-05-11, 05:07, Sudah kuduga... efeknya akan terjadi pagi ini. Mendadak mules di PDJ @JalurSerpong . Lha wis piye? Maem malem'e enak bgt dan pedes juga .( sego goreng kaki 5 pedes... rong porsi kae ... dikareti sisan ) ,994700502326636544, 5053899b6acdd6eb, Palmerah, Palmerah Indonesia,106.80146044177187,-6.18947,sangka efek pagi dadak mulas sidi rektor cere dewe dewe karembong maleman enak banget pedas pincuk goreng kaki  pedas rong porsi aco karet sis
1617,@arndaaa, 2018-05-11, 18:36, Kategori udah bisa bilang diare itu udh ee berapa kali si  8x udh bisa bilang diare belon?,994904079083057154, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.83613013640064,-6.293493,kategori uda bilang diare uda ee kali sang x uda bilang diare belon
1618,@INFHANY, 2018-05-11, 07:26," Engga banget kalo pagi"" mules pas di pt ",994735437523517441, 3e894af61737bff0, Cibitung, Cibitung Indonesia,107.12001220457644,-6.2424025000000025,banget kalo pagi mulas pas sidi pt
1619,@arndaaa, 2018-05-11, 16:25, Ekspetasi : besok mau makan esgrim mekdi yang item  makan esgrim milo  makan esgrim crunch  Realita : anjir diare w ngga sembuh sembuh ini huha,994870981196992513, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.83613013640064,-6.293493,imajinasi besok makan esgrim sok item makan esgrim bancuh makan esgrim gurih realitas anjir diare w sembuh sembuh huha
1620,@AvissaDS, 2018-05-11, 13:46, sakit perut disaat jam kerja itu rasanyaaaaaa,994831153239609349, 5053899b6acdd6eb, Palmerah, Palmerah Indonesia,106.80146044177187,-6.18947,sakit perut jam kerja rasanyaaaaaa
1621,@kucridkacrud, 2018-05-11, 11:30, Lagi mules di kantor makin mules liat beginian..hedeehhh ,994796881736855553, 00ce43ecd091a5e8, Kebayoran Baru, Kebayoran Baru Indonesia,106.80793714435305,-6.2445845,mulas sidi kantor mulas liat gacok
1622,@NaviAgustina, 2018-05-12, 21:12, Liat videonya Bu Mega pidato di depan kader2 PDIP Jateng jadi bikin sakit perut  maaksih Bu mega sdh buat aku tertawa hari ini..,995305831590592512, 704347f709573e46, Pejagoan, Pejagoan Indonesia,109.64271436681,-7.6327015,liat video mbak mega pidato sidi kader partai jateng bikin sakit perut makas mbak mega tertawa
1623,@Widhyafellay96, 2018-05-12, 21:19, kata orang kalo cewek lg mens pasti sensitif banget. Tapi kok gua ngerasa ngga ya?. Gua cuma kalo lagi sakit perut jangan ditanya apapun  males jawab  kalo masih ditanya juga  jawabnya bakalan ngegas ,995307529792991232, 0f5663ec8d8681e5, Purwokerto Utara, Purwokerto Utara Indonesia,109.23740870943148,-7.39976395,orang kalo cewek lg mens sensitif banget gua ya gua kalo sakit perut malas kalo gas
1624,@syfiin, 2018-05-12, 21:21, Mendadak mules aing bingung mau jawab apa  nek gapunya katane gak normal,995308103317864448, 732ee952ba30ba08, Batang, Batang Indonesia,109.7249094614122,-6.9110580000000015,dadak mulas caing bingung dewe sat normal
1625,@arndaaa, 2018-05-12, 20:14, Pasca diare kan diajak makan pecel ayam sambel setan donggg langsung reaksi :((((,995291106018451456, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.83613013640064,-6.293493,pascaoperasi diare ajak makan pecel ayam sambal setan donggg langsung reaksi
1626,@dwi_muya, 2018-05-12, 19:21, Mas Adam sakit perut setelah minum es kepal mas Badrun  #JODOHWASIATBAPAK610  @SeriesANTV @O_H12123 @akangobet,995277822728982528, ce707c145fac0845, Karang Tengah, Karang Tengah Indonesia,110.56913079488837,-6.90084615,mas adam sakit perut minum es kepal mas badrun idulfitri seriesantv oh lerak
1627,@devolll23, 2018-05-12, 18:23, tadi siang masak makanan yg kesisa di kukas.. Dan sorenya gue mencret,995263201318088704, 413c7bba7bac61a4, Kalimantan Tengah, Kalimantan Tengah Indonesia,113.439871344672,-1.384472,siang masak makan yg siksa sidi kas sore gue mencret
1628,@MiyuriScarlet, 2018-05-12, 21:31, Mules urusan kualifikasi udah... sekarang mules urusan yang satu lagi...  Tapi mending saya mules urusan balapan sama Eurovision daripada mules mikirin politik dan masa lalu.,995310467101802498, cc73c09dbf4199c5, Nganjuk, Nganjuk Indonesia,111.91731104240972,-7.590125,mules urus kualifikasi uda mulas urus mending mulas urus balap provisi mulas pikir politik
1629,@emayrlaa, 2018-05-12, 23:03, Jujur  saat2 seperti tadi bener2 bisa bikin perut lebih mules drpd makan makanan pedes..segrogi itu berada diantara mereke ,995333531407597568, 7ea9140099e53d8c, Jaten, Jaten Indonesia,110.89195730651888,-7.55246565,jujur bikin perut mulas doa makan makan cape adad
1630,@kodokuna__lover, 2018-05-12, 15:28, bsok2 klo ada go doraibu atau gurabbu doraibu yg lewat patung mencret gw ksh bintang 4 aja kali ya,995219098442260480, d74066a958870db1, Kebayoran Lama, Kebayoran Lama Indonesia,106.78563265281248,-6.2498520000000015,idulfitri kalo pah doraibu gurab doraibu yg patung mencret gue terima bintang  aja kali ya
1631,@dindasapasi, 2018-05-12, 12:08, Dari tadi perut w sakit nihhhh  w kira telat makan eh baru inget klo aku belum eek alias mules. Heuu,995168917688496129, 6c720eea86b34286, Mranggen, Mranggen Indonesia,110.51800695235005,-7.041388,perut w sakit nihhhh w telat makan eh kalo beol alias mulas heuu
1632,@KayuagungRadio, 2018-05-12, 06:34, #ngopi Manfaat mengejutkan dari makan pisang mentah  1.Meningkatkan penyerapan gizi 2. Mengatur tekanan darah 3. Membantu pencernaan 4. Mengandung bakteri probiotik 5. Obat diare 6. Sempurna untuk pengidap diabetes,995084886405869568, 78d745e0e33ed7a4, Sukarame, Sukarame Indonesia,104.75114575237593,-2.9869310000000002,kopi manfaat kaget makan pisang mentah tingkat serap gizi  atur tekan darah  mudah cerna  kandung bakteri antibiotik  obat diare  sempurna idap diabetes
1633,@danuoktavianto, 2018-05-12, 06:33, Pagi pagi udah sakit perut aja ,995084410763407362, 3fd94a02a1dd58cf, Sei Beduk, Sei Beduk Indonesia,104.0336233357097,1.0507695,sore pagi uda sakit perut aja
1634,@miikacuu, 2018-05-12, 09:06, Laper atau mules :((,995123062050705408, 7e7accf68d691aa3, Talang, Talang Indonesia,109.13550016501264,-6.9180685,lapar mulas
1635,@septianaria1209, 2018-05-12, 08:20, dear diare  akuh capek bolak balik wc ,995111549780901889, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.10989522389193,-0.4793298500000001,hai diare ape capek bolak wc
1636,@Ansramadhani, 2018-05-12, 08:03, Sakit perut yang tak kunjung sembuh ):,995107147468881920, 88507037a3e644fc, Leces, Leces Indonesia,113.22686193600187,-7.854867,sakit perut kunjung sembuh
1637,@ayumamad, 2018-05-13, 10:06, Mlebu WAG kaum jurnalis ini kdg malah buat mules,995500512987381760, ce7988d3a8b6f49f, Indonesia, Indonesia,113.33412818144043,0.11379699999999993,mlebu mu kaum jurnalis kdg mulas
1638,@shantiyuliap, 2018-05-13, 08:38, Udah 2 hari sakit perut terus  bolak-balik kamar mandi langsung lemes udahannya. Hahhhhh,995478409684766721, d16052cf1200267a, Menteng, Menteng Indonesia,106.84217356555288,-6.1902370000000015, sakit perut bolak kamar mandi langsung lemes hahhhhh
1639,@bejosugimin1, 2018-05-13, 08:27, Sakit perut gue ketawaa ngakak bro...  Lemburan dong ente tadi subuh hahahahaha,995475662222774272, ec6afdae43138dcd, Makasar, Makasar Indonesia,106.899451294723,-6.2725095,sakit perut gue ketawa akak bro lembur ente subuh hahahahaha
1640,@fikriazzami, 2018-05-13, 10:50, JOKODOK JADI PANUTAN. wkwk selera humor lo tinggi juga sama kaya otak lo yang ada didengkul hahahahaha planga plongo. Ditanya ini ga tau ditanya itu ga tau aset aset dijual iya iya aja lo jadiin panutan ahhh sudah lah. Duh sakit perut ,995511477787283457, 9dca48bb616068a2, Pondok Aren, Pondok Aren Indonesia,106.70854664020908,-6.2665075,idulfitri rebut wkwk selera humor elu kaya otak elu dengkul hahahahaha plang longo gue tau gue tau aset aset pasar iya iya aja elu panutan ahhh duh sakit perut
1641,@FenJho, 2018-05-13, 12:21, Ahudalah  cukup menyiksa dirinya  udah cukup mules liatnya. Bhay!,995534380650000384, 1d982263cb72d996, Curug, Curug Indonesia,106.60084247333721,-6.2437809999999985,suda siksa uda mulas liat bhayangkara
1642,@Le_Nazmex, 2018-05-13, 11:47, Makan - sakit perut - buang - masuk angin... repeat ,995525917970649088, d03736a456e75662, Andir, Andir Indonesia,107.57137558022018,-6.906082700000002,makan sakit perut buang masuk angin repeat
1643,@BellaMarietha, 2018-05-13, 08:06, Mules parah dan nunggu dua setengah jam. Gak perlu dibayangin  berat sumpah!,995470426464649216, 8847feb20cb0b354, Kesamben, Kesamben Indonesia,112.37843997246786,-8.118908699999999,mules parah tunggu teng jam bayang berat sumpah
1644,@Widhyafellay96, 2018-05-13, 06:23, omg  nungguin bus sampai perut mules ,995444465807458304, 166e60ce043ae45a, Purwokerto Selatan, Purwokerto Selatan Indonesia,109.24324849660034,-7.452499499999999,ehe tunggu bus perut mulas
1645,@baaihq, 2018-05-13, 20:39, lagi mules diajak makan seblak..   ,995659913375375360, 7b6a59ab52ddb419, Ciracas, Ciracas Indonesia,106.89263088584462,-6.3330255,mulas ajak makan geblak
1646,@ozymorey, 2018-05-13, 13:29, kalau terlalu banyak makan yg manis emang mules juga sih.mencret salah satu imbasnya kak.,995551507238993920, d74066a958870db1, Kebayoran Lama, Kebayoran Lama Indonesia,106.78563265281248,-6.2498520000000015,makan yg manis emang mulas mencret salah imbas kak
1647,@rygarizky, 2018-05-13, 16:57, Aduh aduh  mendadak mules ):,995603836227141632, e4b647872c10fc3a, Cikeruh, Cikeruh Indonesia,107.77321172965729,-6.922062,aduh aduh dadak mulas
1648,@Spwitasari, 2018-05-13, 15:46, mules ga tepat,995586007817895936, 67ee4e65b49cb758, Kalimantan Selatan, Kalimantan Selatan Indonesia,115.51599417801836,-2.74566825,mulas gue
1649,@WisnuRamadi, 2018-05-13, 16:18, yes  itu jamu  produk dari kearifan lokal. Jangan banyak² pak   ntar mules  :)),995594238577422336, 9dca48bb616068a2, Pondok Aren, Pondok Aren Indonesia,106.70854664020908,-6.2665075,data jamu produk arif lokal mas entar mulas
