username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result
@luluuyuy, 2018-09-21, 15:16, Ga apa kalo ga sakit perut,1.04305E+18, 46d7c12388aabc9f, Kedaton, Kedaton Indonesia,105.2385683,-5.3615895,ga kalo ga sakit perut
@uselesscoid, 2018-09-21, 15:16, gamakan sakit perut makan muntah+ngesyeng gmn donkk,1.04305E+18, b693575ac854b493, Tanggulangin, Tanggulangin Indonesia,112.7304825,-7.510746,gama sakit perut makan muntahngesyeng gmn donkk
@dhanie_sayz, 2018-09-21, 11:46, Punya temen gawe yg setiap lihat mukanya memancing kontraksi mules perut itu beruntung banget ,1.043E+18, 5d1c8c8423e5fd0f, Kemayoran, Kemayoran Indonesia,106.8652285,-6.160423,temen gawe yg lihat muka pancing kontraksi mules perut untung banget
@attarakha, 2018-09-21, 21:56, Huhahahaha Sakit Perut  Yg Ga ngerti Translet aja ya wkwkwkw @ Bandung https://www.instagram.com/p/Bn_gWRshn1J/?utm_source=ig_twitter_share&igshid=1r2pqw0u1e0q8 …,1.04315E+18, 574b9d7d1295c7b4, Sumurbandung, Sumurbandung Indonesia,107.6170786,-6.91441725,huhahahaha sakit perut yg ga ngerti translet aja ya wkwkwkw bandung
@eksori, 2018-09-21, 11:09, Mama.tlg bilang padanya? hari ini aku sakit sakit gigi sakit perut juga sakit kepala.,1.04299E+18, efcfd98ae1af8dfa, Lueng Bata, Lueng Bata Indonesia,95.34527607,5.5128495,mamatlg bilang sakit sakit gigi sakit perut sakit kepala
@Afifah_Chan20, 2018-09-21, 08:05, Tuk kesekian kalinya aku mules karena tegang..,1.04294E+18, df9b582f091f0789, Lakarsantri, Lakarsantri Indonesia,112.6507526,-7.2985505,tuk sekian kali mules tegang
@Afifah_Chan20, 2018-09-21, 08:06, Mules tegang itu mules yang kalo di wc cuman bisa jongkok aja,1.04294E+18, df9b582f091f0789, Lakarsantri, Lakarsantri Indonesia,112.6507526,-7.2985505,mules tegang mules kalo wc cuman jongkok aja
@Afifah_Chan20, 2018-09-21, 08:06, Iya  mules-mules doang. Nggak keluar apa-apa,1.04294E+18, df9b582f091f0789, Lakarsantri, Lakarsantri Indonesia,112.6507526,-7.2985505,iya mules mules doang nggak
@brendaadel, 2018-09-22, 20:34, Batuk dibilang masuk angin. Diare dibilang masuk angin juga. Jadi gimana?,1.04349E+18, 2d46dbd9431c332e, Legok, Legok Indonesia,106.6043202,-6.292148,batuk bilang masuk angin diare bilang masuk angin gimana
@diansangmaestro, 2018-09-22, 19:14, Ngemsi acara muharrom  Semoga perutnya bisa diajak kerjasama. Ndak mules di pertengahan jalan ,1.04347E+18, 40af78763c397c6e, Wagir, Wagir Indonesia,112.5563598,-8.0012185,ngemsi acara muharrom moga perut ajak kerjasama ndak mules tengah jalan
@Sibalakasadut18, 2018-09-22, 18:00, duhh lagi enak2nya onbid ehh perut mules  sedih tau klw diceritainmah  untung belum ada orderan nyantol ,1.04345E+18, d16052cf1200267a, Menteng, Menteng Indonesia,106.8421736,-6.190237,duhh enak onbid ehh perut mules sedih tau klw diceritainmah untung order nyantol
@kembangkertas97, 2018-09-22, 23:03, Ak pakanan seng aneh2 marai mules malahan  ,1.04353E+18, 9385367bb98a325e, Semarang Barat, Semarang Barat Indonesia,110.3843751,-6.978917,ak pakan seng aneh mara mules
@lidyachandra_d, 2018-09-22, 17:38, alhamdulillah karena sakit perut niat saya untuk ke game center hilang.,1.04345E+18, 7db4d562c05d1b72, Colomadu, Colomadu Indonesia,110.7617315,-7.53679935,alhamdulillah sakit perut niat game center hilang
@VandyajiK, 2018-09-22, 18:42, makin tua itu makin Ringkih .. minum es Dawet aja pilek . makan pedes diare . hrs jaga kondisi..,1.04347E+18, 3599945073655aec, Plosoklaten, Plosoklaten Indonesia,112.1593286,-7.8827705,tua ringkih minum es dawet aja pilek makan pedes diare hrs jaga kondisi
@sashakamilaa, 2018-09-22, 08:49, dosa lemak dan dosa mencret,1.04332E+18, 2d46dbd9431c332e, Legok, Legok Indonesia,106.6043202,-6.292148,dosa lemak dosa mencret
@idofiandika, 2018-09-22, 17:31, Kebiasaan setelah makan mules  padahal nggak makan pedes -_-,1.04345E+18, 03c45b795a006ed1, Mergangsan, Mergangsan Indonesia,110.3731603,-7.813731,biasa makan mules nggak makan pedes
@poeticpicture, 2018-09-22, 07:54, Kena kutukan kerupuk gagal....  #diare,1.0433E+18, 9e0e6d510fbbfd8d, Jatinegara, Jatinegara Indonesia,106.8858939,-6.2316775,kena kutu kerupuk gagal diare
@ekasastraid, 2018-09-22, 18:35, Mendampingi Tini  pasien sakit jtg  ginjal dan TB paru . Rawat di Ruang Flamboyan @RSUDKotaBogor. Hari ini baru jalani cc darah selanjutnya diarahkan ke RS Mulia   @eka_sastra @BimaAryaS @radarpolitik,1.04346E+18, 131a94429169cee5, Kota Bogor, Kota Bogor Jawa Barat,106.7929587,-6.5834135,damping tin pasien sakit jtg ginjal tb paru rawat ruang flamboyan rsudkotabogor jalan cc darah arah rs mulia ekasastra bimaaryas radarpolitik
@Hanarahmw, 2018-09-22, 21:17, Lah ngko mencret,1.0435E+18, a88daba3b3158074, Adiwerna, Adiwerna Indonesia,109.1032487,-6.9342625,ngko mencret
@yusnimalau, 2018-09-22, 13:44, Gombal gombal mencret adalah koentji !! ,1.04339E+18, 25f5e9dbc1b635ac, Gambir, Gambir Indonesia,106.8260558,-6.168961,gombal gombal mencret koentji
@WSuryasana, 2018-09-22, 06:44, Ada yang tiru Doa Ulama Asli  ngakak sampe sakit perut @fariz1234 @Toni_Rom63 @Takviri @PurworOjek @Bocah_Metakil @fadlizon ,1.04328E+18, 4a739070c46d0346, Tenggilis Mejoyo, Tenggilis Mejoyo Indonesia,112.750016,-7.3269575,tiru doa ulama asli ngakak sampe sakit perut fariz tonirom takviri purworojek bocahmetakil fadlizon
@jihancarebean, 2018-09-22, 00:45, Perut mules dari sekarang Tolong buat saya tertidur lelap  Besok gongnya nih jangan sampe ngecewain,1.04319E+18, 7c7e93f29191841c, Ciledug, Ciledug Indonesia,106.7132346,-6.220018,perut mules tolong tidur lelap besok gong nih sampe ngecewain
@rizcahikmah, 2018-09-22, 23:06, Lagi diare parah sampe dehidrasi dan asam lambung hiks cccrryyy,1.04353E+18, f34e85bf36ae25a3, Cempaka Putih, Cempaka Putih Indonesia,106.875789,-6.1812765,diare parah sampe dehidrasi asam lambung hiks cccrryyy
@didikNS, 2018-09-22, 08:35, Buka Twiter pagi2 berharap pada bahas kemenangan Timnas u16 ...ehh malah TL isinya  pulitik kabeh  #mules,1.04331E+18, 7de6ca1c306ad94e, Bogor Timur, Bogor Timur Indonesia,106.8182366,-6.60123,buka twiter pagi harap bahas menang timnas u ehh tl isi pulitik kabeh mules
@syaifulBahri9, 2018-09-22, 08:53, Udah mau cabut malah sakit perut pen bek  ribet,1.04332E+18, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.1098952,-0.47932985,udah cabut sakit perut pen bek ribet
@byankamil, 2018-09-22, 09:16, Ini apa gabakal sakit perut  minum 3 sekaligus aja lumayan buat ngebersihin usus  ,1.04332E+18, 9b11deddbe010e5d, Mampang Prapatan, Mampang Prapatan Indonesia,106.829732,-6.2529575,gabakal sakit perut minum aja lumayan ngebersihin usus
@dani_ajalah, 2018-09-22, 09:07, Kopi pagi ini membuat mules. . . . . #vsco #vscocam #instagram #coffee #coffeelatte @ Kopi https://www.instagram.com/p/BoAtOteFnXd/?utm_source=ig_twitter_share&igshid=17stsim3iy5z8 …,1.04332E+18, a6ced2045707ed2c, Batang Merangin, Batang Merangin Indonesia,101.6757988,-2.147408,kopi pagi mules vsco vscocam instagram coffee coffeelatte kopi
@anisma_, 2018-09-22, 10:09, Nek ngelih yo mangan  ngorong yo ngombe  mules yo ngising. Opo susahe sih? Kabeh ki wis ono dalan'e dewe-dewe. Urip wis susah raksah digawe tambah susah mbok'an!,1.04334E+18, b5e9642b4a2c2541, Tugu, Tugu Indonesia,110.3394473,-6.977263,nek ngelih yo mangan ngorong yo ngombe mules yo ngising opo susahe sih kabeh ki wis ono dalane dewe dewe urip wis susah raksah digawe susah mbok
@Amadea11_, 2018-09-22, 16:41, Sakit tipes sama lambung juga ci:( jadi gabisa makan yg keras2 dulu  makan nasi aja langsung sakit perut kemuntahin lagi,1.04344E+18, 519d6f96b652629c, Ngamprah, Ngamprah Indonesia,107.5264865,-6.842106,sakit tipes lambung ci gabisa makan yg keras makan nasi aja langsung sakit perut kemuntahin
@Mtzhanum, 2018-09-22, 21:08, Hari pertama datang bulan itu gaenak. Serasa badan lu sakit semua. Mulai dari : pinggang yg sakit perut lu yg kek diperes model baju basah yg mau dijemur pala pusing. Intinya badan yg tdnya sehat berasa nyeri semua  Serba salah pokonya ini yg menyebabkan pengennya marah mulu.,1.0435E+18, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.6068496,-7.943315,gaenak serasa badan lu sakit pinggang yg sakit perut lu yg kek peres model baju basah yg jemur pala pusing inti badan yg tdnya sehat asa nyeri serba salah poko yg sebab ken marah mulu
@addosavansyah, 2018-09-22, 09:29, Sudah Mules Hari Ini? #SMHI,1.04333E+18, f3ec5c5cbefd3615, Kudus, Kudus Indonesia,110.8454838,-6.8001128,mules smhi
@umpanikanmas, 2018-09-22, 15:19, Ribet itu ketika asemka macet total. Perut mules. Tapi masih harus nemenin bajaj ke 1 ekspedisi lagi. Ahahhaha.   Dapat terlihat di foto ini bapak tua tukang sampah masih bekerja dengan… https://www.instagram.com/p/BoBX1PvlNvM/?utm_source=ig_twitter_share&igshid=1gtbd5n0vb4l7 …,1.04341E+18, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350756,-6.2213485,ribet asemka macet total perut mules nemenin bajaj ekspedisi ahahhaha foto tua tukang sampah dengan
@adeteyatrisna, 2018-09-22, 15:06, Nama : @danillajpr Hobby: mules dimana-mana  – at hutan wisata tinjomoyo,1.04341E+18, 07d9dcf4f5483001, hutan wisata tinjomoyo, hutan wisata tinjomoyo,110.3998947,-7.029001591,nama danillajpr hobby mules mana at hutan wisata tinjomoyo
@widwitarini98, 2018-09-22, 14:51, Drama drama sakit perut dimulai,1.04341E+18, 935e96cbb7bf23ec, Blahbatu, Blahbatu Indonesia,115.3088295,-8.566771,drama drama sakit perut
@tvventyboys, 2018-09-23, 01:16, gue mules terus udah 2x ini pasti grgr mie pedes,1.04356E+18, 8ef1cb1e8aeda2ca, Pauh, Pauh Indonesia,100.5075672,-0.910521,gue mules udah x grgr mie pedes
@ggukhyung, 2018-09-23, 19:57, ya allah sakit perut gue ,1.04385E+18, 31e4594e7a7e7e89, Pasar Rebo, Pasar Rebo Indonesia,106.8616602,-6.3283165,ya allah sakit perut gue
@dodoblast, 2018-09-23, 19:42, Semoga tidak sakit perut. ,1.04384E+18, 39e923d79493cd32, Lima, Lima Indonesia,106.7874256,-6.3451445,moga sakit perut
@oqys, 2018-09-23, 09:02, mau cepet kurus? DIARE!!,1.04368E+18, 83255c3dbe503f8f, Cibeunying Kaler, Cibeunying Kaler Indonesia,107.6292523,-6.8864112,cepet kurus diare
@uchays_uchays, 2018-09-23, 07:10, Ngerasain mules yaa?,1.04365E+18, 98f7d75fb2952075, Cipondoh, Cipondoh Indonesia,106.6759352,-6.2026825,ngerasain mules yaa
@mongyuni, 2018-09-23, 07:40, Susah ngebedain sakit perut gegara pms apa kebelet pup sama laper ,1.04366E+18, 4a3b8f5a4dc0984c, Galur, Galur Indonesia,110.2032858,-7.9498911,susah ngebedain sakit perut gegara pms kebelet pup laper
@adhitama_veri, 2018-09-23, 07:49," Esuk"" mules  ganggu arep tangi awan",1.04366E+18, 5b36eee86ae311f6, Tempel, Tempel Indonesia,110.3225613,-7.659918,esuk mules ganggu arep tang awan
@almondsurge, 2018-09-23, 18:57, sering jg dibikinin frappucino (krn dia punya bahan2 dan peralatan2 kopi) ena bgtttt lebih ena dr starbak punya. ga bikin perut mules pdhl w kena kopi langsung mual.,1.04383E+18, 419af766f3cf12ec, Driyorejo, Driyorejo Indonesia,112.6129614,-7.348292,jg dibikinin frappucino krn bahan alat kopi ena bgtttt ena dr starbak ga bikin perut mules pdhl w kena kopi langsung mual
@riskayanira, 2018-09-23, 00:24, Jam segini sakit perut  PR banget seeehhhh... Kl Ditahan ga akan kuat sampe pagi   nasyib..,1.04355E+18, d04153eab7badc97, Lembang, Lembang Indonesia,107.669861,-6.81347665,jam gin sakit perut pr banget seeehhhh kl tahan ga kuat sampe pagi nasyib
@wahyudianto123, 2018-09-23, 18:36, Kalau nglawak jangan disini dong ....sakit perut nahan geli ,1.04383E+18, 13c1c7f943200620, Kotabumi, Kotabumi Indonesia,104.8161501,-4.8633595,nglawak sakit perut nahan geli
@alfitrinurll, 2018-09-23, 14:43, Lagi mules mulesnya kampreett emang,1.04377E+18, 309cdad1ed489dec, Beji, Beji Indonesia,106.8220357,-6.3661595,mules mulesnya kampreett emang
@hamadaDEA, 2018-09-23, 17:10, Kenapa ya perut bawaannya mules mulu,1.0438E+18, 7706827e5ae21f3f, Serpong, Serpong Indonesia,106.6874414,-6.307296,ya perut bawa mules mulu
@MelindaAghnia, 2018-09-23, 11:53, Ojo ngmg diare maneh beb :(,1.04372E+18, 70e9459a0d086839, Dau, Dau Indonesia,112.5590927,-7.947944,ojo ngmg diare maneh beb
@_iin07, 2018-09-23, 11:11, Yang kadang ngeluh capek kerja  capek kuliah  sebenernya semua itu ga ada apa2nya dibanding cape jongkok pas boker perut udah mules tp tokai ga mau keluar ,1.04371E+18, 2fb072e61556f828, Semarang Selatan, Semarang Selatan Indonesia,110.4272403,-6.9958025,kadang ngeluh capek kerja capek kuliah sebenernya ga apa banding cape jongkok pas boker perut udah mules tp tokai ga
@irenedien, 2018-09-23, 21:31, Sambil berdoa semoga mas ga kenapa2 makan ini mie. Sampe moodku mendadak hilang makan indomie goreng yg original gr2 ga tahan dg bau si salted egg. Berdoa byk2 semoga mas ga sakit perut *alay ,1.04387E+18, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.6068496,-7.943315,doa moga mas ga makan mie sampe moodku dadak hilang makan indomie goreng yg original gr ga tahan dg bau si salted egg doa byk moga mas ga sakit perut alay
@sarboish, 2018-09-23, 10:39, Nekad memberanikan diri masuk Lawang Sewun meski mules-mules. Alhamdulilah ngga serem. *Yaiya malih kan siang*,1.04371E+18, 6f1a85b113d4900f, Gayam Sari, Gayam Sari Indonesia,110.4485009,-6.986659,nekad berani masuk lawang sewun mules mules alhamdulilah ngga rem yaiya malih siang
@drpriono, 2018-09-24, 15:52, @StopTBIndonesia #UNHLMTB #EndTB @jokowi @NilaMoeloek @KemenkesRI  Tantangan pasca UNHLM tindaklanjut eliminasi Tuberkulosis di Indonesia dengan pendekatan multi-sektoral dan lintas program serta dukungan proteksi sosio-ekonomi dan hilangkan stigma bagi orang dg TB. ,1.04415E+18, d753c2420f2a8da5, Cilandak, Cilandak Indonesia,106.8022659,-6.29272805,stoptbindonesia unhlmtb endtb jokowi nilamoeloek kemenkesri tantang pasca unhlm tindaklanjut eliminasi tuberkulosis indonesia dekat multi sektoral lintas program dukung proteksi sosio ekonomi hilang stigma orang dg tb
@rstmaulida, 2018-09-24, 06:56, ternak E.coli kali ye pagipagi 5x bab-_-,1.04401E+18, 4cb9dedf236475ad, Jagakarsa, Jagakarsa Indonesia,106.8279515,-6.332802,ternak ecoli kali ye pagipagi x bab
@dennyyanuar, 2018-09-24, 13:26, Setelah baca2 materi  ikut training  branding  sosmed segala macem  reach awareness telek mencret segala macem. Saya akhirnya menyadari kenapa divisi saya selalu kebanjiran orderan digital ads  dan akan terus bertambah. Pfft,1.04411E+18, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350756,-6.2213485,baca materi training branding sosmed macem reach awareness telek mencret macem sadar divisi banjir order digital ads tambah pfft
@FranDani_S, 2018-09-24, 22:04, Jadi yang gua makan kalo lagi Mencret itu telor naga ? ,1.04424E+18, 309cdad1ed489dec, Beji, Beji Indonesia,106.8220357,-6.3661595,gua makan kalo mencret telor naga
@CynthiaGunaw, 2018-09-24, 21:37, 2 cup susu nasional + 1 susu ultra + 1 roti isi cream = mencret.,1.04423E+18, 4e596f5450864f16, Rengasdengklok, Rengasdengklok Indonesia,107.3059429,-6.1208785,cup susu nasional susu ultra roti isi cream mencret
@meliafadiansari, 2018-09-24, 05:34, sakit perut lvl: habis pup lemes ga ketolongan. sakitnya neken pusat muntah diotak. ,1.04399E+18, 0e960886390aa80d, Kramat Jati, Kramat Jati Indonesia,106.8705935,-6.275768,sakit perut lvl habis pup lemes ga tolong sakit neken pusat muntah otak
@drpriono, 2018-09-24, 23:12, @jokowi @KemenkesRI @NilaMoeloek Salah satu komitmen kesehatan publik adalah mengeliminasi penyakit tuberkulosis di Indonesia. Indonesia dengan beban sekitar 800 ribu kasus TB baru setiap tahun  masih banyak yang belum terjangkau. ,1.04426E+18, 6c8aa00f3ecfda7f, Banten, Banten Indonesia,106.1147967,-6.437779,jokowi kemenkesri nilamoeloek salah komitmen sehat publik eliminasi sakit tuberkulosis indonesia indonesia beban ribu tb jangkau
@LiezDrew, 2018-09-24, 06:16, Pagi pagi sakit perut,1.044E+18, e1efc63ca2c038b8, Citeureup, Citeureup Indonesia,106.8842536,-6.5444475,pagi pagi sakit perut
@annakadisti, 2018-09-24, 11:16, Tadi pagi sarapan pecel deket kosan. Sambelnya agak asem  tapi aku terusin aja makannya. Seakarang  aku sakit perut  mules ga selesai2.,1.04408E+18, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.6068496,-7.943315,pagi sarap pecel deket kosan sambelnya asem terusin aja makan seakarang sakit perut mules ga selesai
@deasychicco, 2018-09-24, 12:18, Si anne ajakin gw nongki di sms boleh dah drpd ngerasain mules mens di rumah mending nongki ngobrol2 jd ga kerasa mulesnya,1.04409E+18, a0ab46b927a3431d, Tangerang, Tangerang Indonesia,106.6348392,-6.186222,si anne ajakin gw nongki sms dah drpd ngerasain mules mens rumah mending nongki ngobrol jd ga rasa mulesnya
@Yeolraaa, 2018-09-24, 12:17, Tumben deh hari pertama pusing gini biasanya sakit perut,1.04409E+18, c802a7998015a1ed, Ciomas, Ciomas Indonesia,106.7447725,-6.647944,tumben deh pusing gin sakit perut
@deasychicco, 2018-09-24, 11:38, Weleh2 mules lemes abis,1.04408E+18, a0ab46b927a3431d, Tangerang, Tangerang Indonesia,106.6348392,-6.186222,weh mules lemes abis
@fivenda_aa, 2018-09-24, 06:56, Mules oh mules. Sudah didepan gang ini -_-,1.04401E+18, 0cfd907b7778be1a, Parakan, Parakan Indonesia,110.0385256,-7.3191615,mules oh mules depan gang
@YuliatinLia, 2018-09-24, 09:22, Aah bikin mules #EKTHARAJAEKTHIRANI45,1.04405E+18, 3cc53ab40905a970, Cicendo, Cicendo Indonesia,107.5857422,-6.9012881,aah bikin mules ektharajaekthirani
@Afifah_Chan20, 2018-09-24, 11:08, Akankah mules kembali ketika ketemu dosen??,1.04408E+18, df9b582f091f0789, Lakarsantri, Lakarsantri Indonesia,112.6507526,-7.2985505,mules ketemu dosen
@edjohnboheme, 2018-09-24, 01:37, Ni anak fix jadi kapten gedean dikit! Ngebayanginnya aja gue udah mules duluan. Dia bukan cuma mules  tapi bertahan hidup! ,1.04393E+18, 9b7b9f4f263ec31d, Jonggol, Jonggol Indonesia,106.9991756,-6.5289455,ni anak fix kapten gede dikit ngebayanginnya aja gue udah mules duluan mules tahan hidup
@uciiiiiii_, 2018-09-24, 22:12, Gw minumnya jam 9 malem ceu. Kontraksi jam 11-12 mlm. Melilit2 doank. Jam 2 pagi lgsg mules sampe jam 5 pagi. Gile kan. Sampe kantor jam 8 mkn pisang  masih monco sampe jam 10 pagi. Ga ngerti lagi. Gw sampe takut makan,1.04424E+18, bf01cad1aa4e7bed, Bekasi Selatan, Bekasi Selatan Indonesia,106.9858947,-6.2358325,gw minum jam malem ceu kontraksi jam mlm lilit doank jam pagi lgsg mules sampe jam pagi gile sampe kantor jam mkn pisang monco sampe jam pagi ga ngerti gw sampe takut makan
@AppridoPurba, 2018-09-24, 18:38, @LianSiburian128 lek jawab dulu.  Sakit perut ku dri tadi ketawa ,1.04419E+18, 9982e2946554cc04, Batu Ceper, Batu Ceper Indonesia,106.654243,-6.145593,liansiburian lek sakit perut ku dri ketawa
@khairizki_, 2018-09-24, 19:49, Suka makan pedes tapi sekalinya makan pedes langsung sakit perut :),1.04421E+18, 70e9459a0d086839, Dau, Dau Indonesia,112.5590927,-7.947944,suka makan pedes sekali makan pedes langsung sakit perut
@hennfar, 2018-09-24, 19:59, Mules coy mulessss aduhhh gmn ya,1.04421E+18, 02e66d7942cdaf49, Cikupa, Cikupa Indonesia,106.5272052,-6.250499,mules coy mulessss aduhhh gmn ya
@laksminarasitah, 2018-09-24, 18:58, Aku donk  1 jam 45 menit cuma bengong megangin perut yang lagi mules 15 menit merapal formula ngawur ,1.04419E+18, d5adc7856c718e92, Pleret, Pleret Indonesia,110.4213232,-7.87767,donk jam menit bengong megangin perut mules menit rapal formula ngawur
@egajulaeha, 2018-09-24, 18:02, ini gw begini jg nich pas nonton waikiki  tp di angkot. nahan ketawa pake jilbab sampe sakit perut...,1.04418E+18, 31e4594e7a7e7e89, Pasar Rebo, Pasar Rebo Indonesia,106.8616602,-6.3283165,gw jg nich pas nonton waikiki tp angkot nahan ketawa pake jilbab sampe sakit perut
@drahen_dra, 2018-09-24, 16:00, Paling gak enak pas lagi meeting seharian di kantor  tapi tiba2 diare bolak balik toilet...  Dan punten nya kalau ruangannya rada bau hitut saeutik ,1.04415E+18, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.817736,-6.2016105,gak enak pas meeting hari kantor diare bolak toilet punten nya ruang rada bau hitut saeutik
@uciiiiiii_, 2018-09-24, 21:18, Mules berlangsung sampe jam 10 pagi. Krn udh dehidrasi gw kedokter. Dikasih resep biar mampet. Bener aja  gw pingin kentut ga perlu ke kamar mandi,1.04423E+18, bf01cad1aa4e7bed, Bekasi Selatan, Bekasi Selatan Indonesia,106.9858947,-6.2358325,mules sampe jam pagi krn udh dehidrasi gw dokter kasih resep biar mampet bener aja gw pingin kentut ga kamar mandi
@Noviadolles, 2018-09-24, 20:36, Makannya kemplang mulu sampe mules :(,1.04422E+18, 882b1174000759ae, Teluk Betung Utara, Teluk Betung Utara Indonesia,105.2524242,-5.4368496,makan kemplang mulu sampe mules
@yulinda_psi, 2018-09-24, 21:05, #SiapPakEdy masuk trending. Sakit perut aku tuuu ,1.04423E+18, 62085bb964749eb8, Medan Johor, Medan Johor Indonesia,98.65854373,3.53873075,siappakedy masuk trending sakit perut tuuu
@agusriiyantoo, 2018-09-24, 20:58, Sunggu kutabisa makan seblak ..perut mules .pffttt,1.04422E+18, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.1098952,-0.47932985,sunggu kutabisa makan seblak perut mules pffttt
@Benny_alimran, 2018-09-24, 21:09, Edy rahmayadi ke dokter   : kenapa saya bisa sakit perut dok  : kalo boleh tau terakhir bapak ada makan apa  : Apa urusan anda menanyakan itu..? Bukan hak anda bertanya kepada saya,1.04423E+18, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.1353565,0.0985775,edy rahmayadi dokter sakit perut dok kalo tau makan urus hak
@redcherrybts, 2018-09-24, 22:46, GUE SAMPE MULES TAU GAK TANGAN GUE GEMETER ASLI   GAK BISA NGETIK ,1.04425E+18, a933df63601f2338, Rungkut, Rungkut Indonesia,112.8040266,-7.314341,gue sampe mules tau gak tangan gue gemeter asli gak ngetik
@Karina_Nine, 2018-09-24, 22:54, Mas nanti anaknya diare kena kodingan,1.04425E+18, 7fabe8f1632e11f8, Sumbersari, Sumbersari Indonesia,113.7091648,-8.1802265,mas anak diare kena kodingan
@JosephSianturi7, 2018-09-24, 23:38, Essential Oil Peppermint Manfaat :  -untuk masalah pencernaan -mengatasi sakit perut -mengatasi kembung  mual  dan gangguan lambung lainnya -mengurangi sakit kepala/ migrain -mengatasi… https://www.instagram.com/p/BoHYyk9FuV3/?utm_source=ig_twitter_share&igshid=1e61tky9edqpj …,1.04426E+18, 1d71fa993fb4fd42, Medan Polonia, Medan Polonia Indonesia,98.66695076,3.5810954,essential oil peppermint manfaat cerna atas sakit perut atas kembung mual ganggu lambung kurang sakit kepala migrain atas
@Hanarahmw, 2018-09-24, 23:11, Kgn tp ga d temuin tu kyk mules tp gabisa ee ga sih?,1.04426E+18, f89727b97ebcb341, Mijen, Mijen Indonesia,110.3527984,-7.063299,kgn tp ga d temuin tu kyk mules tp gabisa ee ga sih
@uciiiiiii_, 2018-09-25, 09:32, Masih dalam edisi kmrin mencret  dikasih obat mampet eh makan banyak malah beneran mampet. Yasalaaaaaam.   Mangku pepaya dingin sambil nonton tv jam segino sungguh suatu kemewahan. ,1.04441E+18, bf01cad1aa4e7bed, Bekasi Selatan, Bekasi Selatan Indonesia,106.9858947,-6.2358325,edisi kmrin mencret kasih obat mampet eh makan beneran mampet yasalaaaaaam mang pepaya dingin nonton tv jam segino sungguh mewah
@lvvh_, 2018-09-25, 04:17, Mules seketika,1.04434E+18, e4d3eb9106fe011f, Sukun, Sukun Indonesia,112.6140946,-7.9897085,mules
@AwangWeasley, 2018-09-25, 09:17, Sepertinya saya mencret! ,1.04441E+18, 2cd5efeb7102867f, Grogol Petamburan, Grogol Petamburan Indonesia,106.7907021,-6.1618445,mencret
@RRIPrograma2Ska, 2018-09-25, 13:04, FYI gaes  Tuberkulosis ini taun 2016 uda jadi penyakit mematikan nomer 10 di dunia! Dan  di taun itu juga  penderita TB sebanyak 6 3 jt kasus. Mereka yg TAK terselamatkan dari angka itu adl 1 3 jt. Tau kenapa?  Next -->   #tuberkulosis #soloberseri,1.04447E+18, b6bbc85d8e3411a0, Banjarsari, Banjarsari Indonesia,110.8156451,-7.5471697,fyi gaes tuberkulosis taun uda sakit mati nomer dunia taun derita tb jt yg selamat angka adl jt tau next tuberkulosis soloberseri
@RRIPrograma2Ska, 2018-09-25, 13:03, Gaes  siang ini #obrolansantai bareng sama calon Duta Kesehatan Masyarakat AMSA Indonesia #asianmedicalstudentsassociation dari Fakultas Kedokteran Univ. Sebelas Maret @uns.official   she's called @monikatessalonika Kampanye kesehatannya ttg Tuberkulosis dan MDRTB #soloberseri,1.04447E+18, b6bbc85d8e3411a0, Banjarsari, Banjarsari Indonesia,110.8156451,-7.5471697,gaes siang obrolansantai bareng calon duta sehat masyarakat amsa indonesia asianmedicalstudentsassociation fakultas dokter univ sebelas maret unsofficial shes called monikatessalonika kampanye sehat ttg tuberkulosis mdrtb soloberseri
@RRIPrograma2Ska, 2018-09-25, 13:05, Banyaknya korban meninggal krn Tuberkulosis disebabkan krn banyak pasien Tuberkulosis yg menyerah dg pengobatan mereka. Padahal  penyakit ini akan sembuh klo pengobatannya teratur sampai selesai.  #tuberkulosis #soloberseri,1.04447E+18, b6bbc85d8e3411a0, Banjarsari, Banjarsari Indonesia,110.8156451,-7.5471697,banyak korban tinggal krn tuberkulosis sebab krn pasien tuberkulosis yg serah dg obat sakit sembuh klo obat atur selesai tuberkulosis soloberseri
